intertidal_sitename,site_code,survey_rep,year,month,day,section,transect,location,radius_mm,disease_category,final_classification,count
Bodega,14,7,2017,7,25,1,9,14,25,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,9,14,30,0,pisaster ochraceus,5
Bodega,14,7,2017,7,25,1,9,14,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,9,14,50,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,9,14,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,9,15.5,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,9,20,10,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,9,20,20,0,pisaster ochraceus,4
Bodega,14,7,2017,7,25,1,9,20,30,0,pisaster ochraceus,6
Bodega,14,7,2017,7,25,1,9,20,40,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,9,20.5,10,0,pisaster ochraceus,13
Bodega,14,7,2017,7,25,1,9,20.5,20,0,pisaster ochraceus,15
Bodega,14,7,2017,7,25,1,9,20.5,30,0,pisaster ochraceus,11
Bodega,14,7,2017,7,25,1,9,20.5,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,9,20.5,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,9,20.5,180,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,9,20.5,200,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5,110,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5.5,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,12,5.5,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5.5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5.5,70,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,12,5.5,80,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5.5,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5.5,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,5.5,130,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,15.5,10,0,pisaster ochraceus,4
Bodega,14,7,2017,7,25,1,12,15.5,20,0,pisaster ochraceus,7
Bodega,14,7,2017,7,25,1,12,15.5,30,0,pisaster ochraceus,9
Bodega,14,7,2017,7,25,1,12,15.5,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,12,15.5,50,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,12,16,10,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,12,16,20,0,pisaster ochraceus,4
Bodega,14,7,2017,7,25,1,12,16,30,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,12,16,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,12,16,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,16,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,16,100,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,16,140,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,22,10,0,pisaster ochraceus,31
Bodega,14,7,2017,7,25,1,12,22,20,0,pisaster ochraceus,37
Bodega,14,7,2017,7,25,1,12,22,30,0,pisaster ochraceus,5
Bodega,14,7,2017,7,25,1,12,22,40,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,12,22,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,22,140,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,22,160,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,22.5,30,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,12,22.5,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,12,23,10,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,25,10,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,12,25,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,26,10,0,pisaster ochraceus,4
Bodega,14,7,2017,7,25,1,12,26,50,0,pisaster ochraceus,4
Bodega,14,7,2017,7,25,1,12,26,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,26,110,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,12,26.5,110,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,6,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,6,50,0,pisaster ochraceus,5
Bodega,14,7,2017,7,25,1,14,6,60,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,14,6,70,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,14,6,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,6,110,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,14,6,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,6,150,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,12.5,30,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,16.5,20,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,14,16.5,30,0,pisaster ochraceus,12
Bodega,14,7,2017,7,25,1,14,16.5,40,0,pisaster ochraceus,6
Bodega,14,7,2017,7,25,1,14,16.5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,16.5,110,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,17,10,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,14,17,20,0,pisaster ochraceus,17
Bodega,14,7,2017,7,25,1,14,17,30,0,pisaster ochraceus,16
Bodega,14,7,2017,7,25,1,14,17,40,0,pisaster ochraceus,8
Bodega,14,7,2017,7,25,1,14,18,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,23.5,10,0,pisaster ochraceus,22
Bodega,14,7,2017,7,25,1,14,23.5,20,0,pisaster ochraceus,14
Bodega,14,7,2017,7,25,1,14,23.5,30,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,1,14,23.5,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,1,14,23.5,150,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,1,14,24.5,20,0,pisaster ochraceus,3
Bodega,14,7,2017,7,25,2,18,5.5,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,12,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,12,170,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,13,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,13.5,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,13.5,110,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,15,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,15,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,15,110,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,19,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,22,20,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,22,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,26.5,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,18,26.5,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,28.5,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,28.5,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,29,30,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,29,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,29,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,31.5,50,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,18,31.5,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,18,38,150,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,18,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,25.5,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,29.5,60,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,21,30,50,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,21,30.5,60,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,21,30.5,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,30.5,190,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,30.5,200,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,21,31.5,180,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,38.5,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,39,170,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,42,10,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,21,42,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,7,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,7,100,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,15.5,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,15.5,60,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,24,15.5,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,15.5,80,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,30.5,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,31,30,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,24,31,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,31,80,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,24,31,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,31,150,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,31.5,40,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,24,31.5,190,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,32,10,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,33,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,38,150,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,24,41,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,16.5,50,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,27,16.5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,16.5,170,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,29,50,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,27,29,60,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,27,29,100,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,29.5,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,30,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,30,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,30,130,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,32.5,150,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,36.5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,41.5,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,41.5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,41.5,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,42.5,90,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,27,42.5,100,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,3.5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,18,10,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,18,20,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,30,18,190,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,29,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,31,20,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,31,50,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,31.5,160,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,32,20,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,32,40,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,33.5,30,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,33.5,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,33.5,80,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,34,30,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,35.5,60,0,pisaster ochraceus,2
Bodega,14,7,2017,7,25,2,30,35.5,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,35.5,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,37,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,40.5,60,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,40.5,70,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,40.5,120,0,pisaster ochraceus,1
Bodega,14,7,2017,7,25,2,30,43,30,0,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,0,12.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,0,13.5,10,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,0,13.5,20,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,0,13.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,0,13.5,40,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,0,13.5,50,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,0,13.5,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,0,13.5,130,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,0,15.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,11.5,10,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,11.5,20,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,6,11.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,11.5,40,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,6,11.5,60,healthy,pisaster ochraceus,4
Bodega,14,8,2018,7,26,1,6,11.5,100,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,15,40,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,15.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,17,20,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,17,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,17.5,20,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,6,17.5,30,healthy,pisaster ochraceus,3
Bodega,14,8,2018,7,26,1,6,17.5,40,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,17.5,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,18,20,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,18,40,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,18,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,18.5,10,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,18.5,20,healthy,pisaster ochraceus,3
Bodega,14,8,2018,7,26,1,6,18.5,30,healthy,pisaster ochraceus,8
Bodega,14,8,2018,7,26,1,6,18.5,40,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,18.5,50,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,6,19,20,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,19,30,healthy,pisaster ochraceus,3
Bodega,14,8,2018,7,26,1,6,19,90,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,19.5,10,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,19.5,20,healthy,pisaster ochraceus,4
Bodega,14,8,2018,7,26,1,6,19.5,30,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,6,20,20,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,6,20,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,6,20,40,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,15,90,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,15.5,20,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,15.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,15.5,40,healthy,pisaster ochraceus,4
Bodega,14,8,2018,7,26,1,12,15.5,50,healthy,pisaster ochraceus,3
Bodega,14,8,2018,7,26,1,12,15.5,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,16,20,healthy,pisaster ochraceus,3
Bodega,14,8,2018,7,26,1,12,16,30,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,12,16,40,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,12,16.5,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,16.5,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,16.5,80,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,17,30,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,12,18.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,19,20,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,19,30,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,12,20,20,healthy,pisaster ochraceus,3
Bodega,14,8,2018,7,26,1,12,20.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,20.5,40,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,12,20.5,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,20.5,70,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,23,10,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,23,20,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,1,12,23.5,20,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,1,12,23.5,30,healthy,pisaster ochraceus,4
Bodega,14,8,2018,7,26,1,12,24,10,healthy,pisaster ochraceus,4
Bodega,14,8,2018,7,26,1,12,24,20,healthy,pisaster ochraceus,3
Bodega,14,8,2018,7,26,1,12,24,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,20,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,20,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,20.5,30,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,20.5,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,20.5,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,21,70,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,22,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,22,70,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,22.5,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,22.5,100,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,24.5,40,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,2,18,24.5,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,25,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,25,80,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,25.5,50,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,18,28,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,24,20.5,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,24,21,40,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,24,21.5,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,24,29,69,healthy,pisaster ochraceus,2
Bodega,14,8,2018,7,26,2,30,27,60,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,30,27,90,healthy,pisaster ochraceus,1
Bodega,14,8,2018,7,26,2,30,30,80,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,1.5,70,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,9,30,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,10,90,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,13.5,10,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,0,13.5,20,healthy,pisaster ochraceus,6
Bodega,14,9,2019,7,30,1,0,13.5,30,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,0,13.5,40,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,0,13.5,60,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,13.5,120,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,14,10,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,14,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,14,30,healthy,pisaster ochraceus,5
Bodega,14,9,2019,7,30,1,0,14,40,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,0,14,50,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,15.5,60,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,17.5,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,17.5,30,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,0,17.5,30,mild,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,17.5,40,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,18,30,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,19,30,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,0,19,50,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,19.5,20,healthy,pisaster ochraceus,6
Bodega,14,9,2019,7,30,1,0,20,20,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,0,20,30,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,0,20,40,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,20.5,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,21,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,0,21,30,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,0,21,70,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,11,20,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,3,11,30,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,3,11,40,healthy,pisaster ochraceus,5
Bodega,14,9,2019,7,30,1,3,11,50,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,3,11,60,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,11,70,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,11,80,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,11,90,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,11,100,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,11,150,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,15,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,15,30,healthy,pisaster ochraceus,6
Bodega,14,9,2019,7,30,1,3,15,40,healthy,pisaster ochraceus,5
Bodega,14,9,2019,7,30,1,3,15,50,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,15,60,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,15.5,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,15.5,30,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,15.5,40,healthy,pisaster ochraceus,5
Bodega,14,9,2019,7,30,1,3,16,30,healthy,pisaster ochraceus,6
Bodega,14,9,2019,7,30,1,3,16,40,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,16,60,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,3,16,70,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,17,30,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,3,17,40,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,18.5,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,3,20,30,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,12,40,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,6,12,60,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,18,20,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,6,18,30,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,6,18,40,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,6,18,50,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,6,18,60,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,18,110,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,18.5,10,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,18.5,20,healthy,pisaster ochraceus,3
Bodega,14,9,2019,7,30,1,6,18.5,30,healthy,pisaster ochraceus,6
Bodega,14,9,2019,7,30,1,6,18.5,40,healthy,pisaster ochraceus,5
Bodega,14,9,2019,7,30,1,6,19,20,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,6,19,30,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,6,19,40,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,6,19,60,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,19.5,50,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,20.5,30,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,20.5,40,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,6,21,20,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,21.5,40,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,6,21.5,50,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,21.5,90,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,22,10,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,6,22,30,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,9,13.5,50,healthy,pisaster ochraceus,1
Bodega,14,9,2019,7,30,1,9,14,30,healthy,pisaster ochraceus,2
Bodega,14,9,2019,7,30,1,9,14,40,healthy,pisaster ochraceus,6
