Location,Sensor,Recovery Date,Date_Time,Date,Time,Temperature,pH,
lol,2,10/8/21,2021-10-02T08:15:00Z,10/2/21,8:15:00,13.42878105,7.863908571,
lol,2,10/8/21,2021-10-02T08:30:00Z,10/2/21,8:30:00,13.43673261,7.863147186,
lol,2,10/8/21,2021-10-02T08:45:00Z,10/2/21,8:45:00,13.43763669,7.867761553,
lol,2,10/8/21,2021-10-02T09:00:00Z,10/2/21,9:00:00,13.45112929,7.869526528,
lol,2,10/8/21,2021-10-02T09:15:00Z,10/2/21,9:15:00,13.45175204,7.87049915,
lol,2,10/8/21,2021-10-02T09:30:00Z,10/2/21,9:30:00,13.46912873,7.873873474,
lol,2,10/8/21,2021-10-02T09:45:00Z,10/2/21,9:45:00,13.48783247,7.875037132,
lol,2,10/8/21,2021-10-02T10:00:00Z,10/2/21,10:00:00,13.51666833,7.878006853,
lol,2,10/8/21,2021-10-02T10:15:00Z,10/2/21,10:15:00,13.54589341,7.87873255,
lol,2,10/8/21,2021-10-02T10:30:00Z,10/2/21,10:30:00,13.56681702,7.881657732,
lol,2,10/8/21,2021-10-02T10:45:00Z,10/2/21,10:45:00,13.60415392,7.890066303,
lol,2,10/8/21,2021-10-02T11:00:00Z,10/2/21,11:00:00,13.6280384,7.892410892,
lol,2,10/8/21,2021-10-02T11:15:00Z,10/2/21,11:15:00,13.69536907,7.902688749,
lol,2,10/8/21,2021-10-02T11:30:00Z,10/2/21,11:30:00,13.72677389,7.910848019,
lol,2,10/8/21,2021-10-02T11:45:00Z,10/2/21,11:45:00,13.75540994,7.912083398,
lol,2,10/8/21,2021-10-02T12:00:00Z,10/2/21,12:00:00,13.80208388,7.919995333,
lol,2,10/8/21,2021-10-02T12:15:00Z,10/2/21,12:15:00,13.82188407,7.927025533,
lol,2,10/8/21,2021-10-02T12:30:00Z,10/2/21,12:30:00,13.85108767,7.923312049,
lol,2,10/8/21,2021-10-02T12:45:00Z,10/2/21,12:45:00,13.88504484,7.92806563,
lol,2,10/8/21,2021-10-02T13:00:00Z,10/2/21,13:00:00,13.94240768,7.927359692,
lol,2,10/8/21,2021-10-02T13:15:00Z,10/2/21,13:15:00,13.9870687,7.92950862,
lol,2,10/8/21,2021-10-02T13:30:00Z,10/2/21,13:30:00,14.01139731,7.926690193,
lol,2,10/8/21,2021-10-02T13:45:00Z,10/2/21,13:45:00,14.03091975,7.926755782,
lol,2,10/8/21,2021-10-02T14:00:00Z,10/2/21,14:00:00,14.01936586,7.927093415,
lol,2,10/8/21,2021-10-02T14:15:00Z,10/2/21,14:15:00,14.0286367,7.926209428,
lol,2,10/8/21,2021-10-02T14:30:00Z,10/2/21,14:30:00,14.00382326,7.921548425,
lol,2,10/8/21,2021-10-02T14:45:00Z,10/2/21,14:45:00,14.02313991,7.921575013,
lol,2,10/8/21,2021-10-02T15:00:00Z,10/2/21,15:00:00,14.02911628,7.91927152,
lol,2,10/8/21,2021-10-02T15:15:00Z,10/2/21,15:15:00,14.04539538,7.920948437,
lol,2,10/8/21,2021-10-02T15:30:00Z,10/2/21,15:30:00,14.04249356,7.922716969,
lol,2,10/8/21,2021-10-02T15:45:00Z,10/2/21,15:45:00,14.05820463,7.922604189,
lol,2,10/8/21,2021-10-02T16:00:00Z,10/2/21,16:00:00,14.03523199,7.918365038,
lol,2,10/8/21,2021-10-02T16:15:00Z,10/2/21,16:15:00,14.02012891,7.916891298,
lol,2,10/8/21,2021-10-02T16:30:00Z,10/2/21,16:30:00,14.01743922,7.914520892,
lol,2,10/8/21,2021-10-02T16:45:00Z,10/2/21,16:45:00,14.00176383,7.909976224,
lol,2,10/8/21,2021-10-02T17:00:00Z,10/2/21,17:00:00,13.98450237,7.910411697,
lol,2,10/8/21,2021-10-02T17:15:00Z,10/2/21,17:15:00,13.97048579,7.908689455,
lol,2,10/8/21,2021-10-02T17:30:00Z,10/2/21,17:30:00,13.95909131,7.906813069,
lol,2,10/8/21,2021-10-02T17:45:00Z,10/2/21,17:45:00,13.93221807,7.900330696,
lol,2,10/8/21,2021-10-02T18:00:00Z,10/2/21,18:00:00,13.90725384,7.896922008,
lol,2,10/8/21,2021-10-02T18:15:00Z,10/2/21,18:15:00,13.87319031,7.893698014,
lol,2,10/8/21,2021-10-02T18:30:00Z,10/2/21,18:30:00,13.84744084,7.890275125,
lol,2,10/8/21,2021-10-02T18:45:00Z,10/2/21,18:45:00,13.8035674,7.88647644,
lol,2,10/8/21,2021-10-02T19:00:00Z,10/2/21,19:00:00,13.80443586,7.884824261,
lol,2,10/8/21,2021-10-02T19:15:00Z,10/2/21,19:15:00,13.78708109,7.880153868,
lol,2,10/8/21,2021-10-02T19:30:00Z,10/2/21,19:30:00,13.77762175,7.881955863,
lol,2,10/8/21,2021-10-02T19:45:00Z,10/2/21,19:45:00,13.76672622,7.880115074,
lol,2,10/8/21,2021-10-02T20:00:00Z,10/2/21,20:00:00,13.74342846,7.877288728,
lol,2,10/8/21,2021-10-02T20:15:00Z,10/2/21,20:15:00,13.76028322,7.878633409,
lol,2,10/8/21,2021-10-02T20:30:00Z,10/2/21,20:30:00,13.74621768,7.876998343,
lol,2,10/8/21,2021-10-02T20:45:00Z,10/2/21,20:45:00,13.74833837,7.877163578,
lol,2,10/8/21,2021-10-02T21:00:00Z,10/2/21,21:00:00,13.7403799,7.872902155,
lol,2,10/8/21,2021-10-02T21:15:00Z,10/2/21,21:15:00,13.73738138,7.874200828,
lol,2,10/8/21,2021-10-02T21:30:00Z,10/2/21,21:30:00,13.7248261,7.871675611,
lol,2,10/8/21,2021-10-02T21:45:00Z,10/2/21,21:45:00,13.70277577,7.869361892,
lol,2,10/8/21,2021-10-02T22:00:00Z,10/2/21,22:00:00,13.67592297,7.866329408,
lol,2,10/8/21,2021-10-02T22:15:00Z,10/2/21,22:15:00,13.63099227,7.867019329,
lol,2,10/8/21,2021-10-02T22:30:00Z,10/2/21,22:30:00,13.5866775,7.863686101,
lol,2,10/8/21,2021-10-02T22:45:00Z,10/2/21,22:45:00,13.56154515,7.863874218,
lol,2,10/8/21,2021-10-02T23:00:00Z,10/2/21,23:00:00,13.5271384,7.855768691,
lol,2,10/8/21,2021-10-02T23:15:00Z,10/2/21,23:15:00,13.48896576,7.847660833,
lol,2,10/8/21,2021-10-02T23:30:00Z,10/2/21,23:30:00,13.43953688,7.830779721,
lol,2,10/8/21,2021-10-02T23:45:00Z,10/2/21,23:45:00,13.40499876,7.81561996,
lol,2,10/8/21,2021-10-03T00:00:00Z,10/3/21,0:00:00,13.37554313,7.802978102,
lol,2,10/8/21,2021-10-03T00:15:00Z,10/3/21,0:15:00,13.28341181,7.760818592,
lol,2,10/8/21,2021-10-03T00:30:00Z,10/3/21,0:30:00,13.21957076,7.730345943,
lol,2,10/8/21,2021-10-03T00:45:00Z,10/3/21,0:45:00,13.20339172,7.733072142,
lol,2,10/8/21,2021-10-03T01:00:00Z,10/3/21,1:00:00,13.15978078,7.687338556,
lol,2,10/8/21,2021-10-03T01:15:00Z,10/3/21,1:15:00,13.0684977,7.648318309,
lol,2,10/8/21,2021-10-03T01:30:00Z,10/3/21,1:30:00,12.95801286,7.616560723,
lol,2,10/8/21,2021-10-03T01:45:00Z,10/3/21,1:45:00,12.85671146,7.600613935,
lol,2,10/8/21,2021-10-03T02:00:00Z,10/3/21,2:00:00,12.75627581,7.569973179,
lol,2,10/8/21,2021-10-03T02:15:00Z,10/3/21,2:15:00,12.65640824,7.547478453,
lol,2,10/8/21,2021-10-03T02:30:00Z,10/3/21,2:30:00,12.55269478,7.530289616,
lol,2,10/8/21,2021-10-03T02:45:00Z,10/3/21,2:45:00,12.45870365,7.499115684,
lol,2,10/8/21,2021-10-03T03:00:00Z,10/3/21,3:00:00,12.35740506,7.493454805,
lol,2,10/8/21,2021-10-03T03:15:00Z,10/3/21,3:15:00,12.27133501,7.4721913,
lol,2,10/8/21,2021-10-03T03:30:00Z,10/3/21,3:30:00,12.20418644,7.449122444,
lol,2,10/8/21,2021-10-03T03:45:00Z,10/3/21,3:45:00,12.12067971,7.450106846,
lol,2,10/8/21,2021-10-03T04:00:00Z,10/3/21,4:00:00,12.02885592,7.414566898,
lol,2,10/8/21,2021-10-03T04:15:00Z,10/3/21,4:15:00,11.93867931,7.402149253,
lol,2,10/8/21,2021-10-03T04:30:00Z,10/3/21,4:30:00,11.85827283,7.391358459,
lol,2,10/8/21,2021-10-03T04:45:00Z,10/3/21,4:45:00,11.68705745,7.388160612,
lol,2,10/8/21,2021-10-03T05:00:00Z,10/3/21,5:00:00,11.59802956,7.383367694,
lol,2,10/8/21,2021-10-03T05:15:00Z,10/3/21,5:15:00,11.48355903,7.373279098,
lol,2,10/8/21,2021-10-03T05:30:00Z,10/3/21,5:30:00,11.44994084,7.410642344,
lol,2,10/8/21,2021-10-03T05:45:00Z,10/3/21,5:45:00,12.00832456,7.703284534,
lol,2,10/8/21,2021-10-03T06:00:00Z,10/3/21,6:00:00,12.56722202,7.779998225,
lol,2,10/8/21,2021-10-03T06:15:00Z,10/3/21,6:15:00,12.90243298,7.826540612,
lol,2,10/8/21,2021-10-03T06:30:00Z,10/3/21,6:30:00,13.02719163,7.835561204,
lol,2,10/8/21,2021-10-03T06:45:00Z,10/3/21,6:45:00,13.06943024,7.833839979,
lol,2,10/8/21,2021-10-03T07:00:00Z,10/3/21,7:00:00,13.11777318,7.84190039,
lol,2,10/8/21,2021-10-03T07:15:00Z,10/3/21,7:15:00,13.14794319,7.848706348,
lol,2,10/8/21,2021-10-03T07:30:00Z,10/3/21,7:30:00,13.17133333,7.860127318,
lol,2,10/8/21,2021-10-03T07:45:00Z,10/3/21,7:45:00,13.20336203,7.871747525,
lol,2,10/8/21,2021-10-03T08:00:00Z,10/3/21,8:00:00,13.22911218,7.881144951,
lol,2,10/8/21,2021-10-03T08:15:00Z,10/3/21,8:15:00,13.25763969,7.88969198,
lol,2,10/8/21,2021-10-03T08:30:00Z,10/3/21,8:30:00,13.28170225,7.901636575,
lol,2,10/8/21,2021-10-03T08:45:00Z,10/3/21,8:45:00,13.30572508,7.908587504,
lol,2,10/8/21,2021-10-03T09:00:00Z,10/3/21,9:00:00,13.33243262,7.915505041,
lol,2,10/8/21,2021-10-03T09:15:00Z,10/3/21,9:15:00,13.36018576,7.920002639,
lol,2,10/8/21,2021-10-03T09:30:00Z,10/3/21,9:30:00,13.38390292,7.929132126,
lol,2,10/8/21,2021-10-03T09:45:00Z,10/3/21,9:45:00,13.40743205,7.93451973,
lol,2,10/8/21,2021-10-03T10:00:00Z,10/3/21,10:00:00,13.4237484,7.94011345,
lol,2,10/8/21,2021-10-03T10:15:00Z,10/3/21,10:15:00,13.45084331,7.949494758,
lol,2,10/8/21,2021-10-03T10:30:00Z,10/3/21,10:30:00,13.47936332,7.961836952,
lol,2,10/8/21,2021-10-03T10:45:00Z,10/3/21,10:45:00,13.50986668,7.977268267,
lol,2,10/8/21,2021-10-03T11:00:00Z,10/3/21,11:00:00,13.60641348,7.995122834,
lol,2,10/8/21,2021-10-03T11:15:00Z,10/3/21,11:15:00,13.64448627,8.009387088,
lol,2,10/8/21,2021-10-03T11:30:00Z,10/3/21,11:30:00,13.66454347,8.01339243,
lol,2,10/8/21,2021-10-03T11:45:00Z,10/3/21,11:45:00,13.73903196,8.024914246,
lol,2,10/8/21,2021-10-03T12:00:00Z,10/3/21,12:00:00,13.78241883,8.027530697,
lol,2,10/8/21,2021-10-03T12:15:00Z,10/3/21,12:15:00,13.83448853,8.033109102,
lol,2,10/8/21,2021-10-03T12:30:00Z,10/3/21,12:30:00,13.85344686,8.034776622,
lol,2,10/8/21,2021-10-03T12:45:00Z,10/3/21,12:45:00,13.84267394,8.027534558,
lol,2,10/8/21,2021-10-03T13:00:00Z,10/3/21,13:00:00,14.01404875,8.034262076,
lol,2,10/8/21,2021-10-03T13:15:00Z,10/3/21,13:15:00,14.1627565,8.028933823,
lol,2,10/8/21,2021-10-03T13:30:00Z,10/3/21,13:30:00,14.27934156,8.014671771,
lol,2,10/8/21,2021-10-03T13:45:00Z,10/3/21,13:45:00,14.42830256,8.01259038,
lol,2,10/8/21,2021-10-03T14:00:00Z,10/3/21,14:00:00,14.68601473,8.008865923,
lol,2,10/8/21,2021-10-03T14:15:00Z,10/3/21,14:15:00,14.92383043,8.002160107,
lol,2,10/8/21,2021-10-03T14:30:00Z,10/3/21,14:30:00,15.04346673,7.984840303,
lol,2,10/8/21,2021-10-03T14:45:00Z,10/3/21,14:45:00,15.1336104,7.984141801,
lol,2,10/8/21,2021-10-03T15:00:00Z,10/3/21,15:00:00,15.18859172,7.971707665,
lol,2,10/8/21,2021-10-03T15:15:00Z,10/3/21,15:15:00,15.20625129,7.956142393,
lol,2,10/8/21,2021-10-03T15:30:00Z,10/3/21,15:30:00,15.1912095,7.940102586,
lol,2,10/8/21,2021-10-03T15:45:00Z,10/3/21,15:45:00,15.0574084,7.947352599,
lol,2,10/8/21,2021-10-03T16:00:00Z,10/3/21,16:00:00,15.03470947,7.955549941,
lol,2,10/8/21,2021-10-03T16:15:00Z,10/3/21,16:15:00,14.4705895,7.963000554,
lol,2,10/8/21,2021-10-03T16:30:00Z,10/3/21,16:30:00,14.20648469,7.962705622,
lol,2,10/8/21,2021-10-03T16:45:00Z,10/3/21,16:45:00,14.05769081,7.959923845,
lol,2,10/8/21,2021-10-03T17:00:00Z,10/3/21,17:00:00,13.92841592,7.962524569,
lol,2,10/8/21,2021-10-03T17:15:00Z,10/3/21,17:15:00,13.83100152,7.972984103,
lol,2,10/8/21,2021-10-03T17:30:00Z,10/3/21,17:30:00,13.78506207,7.970918821,
lol,2,10/8/21,2021-10-03T17:45:00Z,10/3/21,17:45:00,13.72253134,7.970211644,
lol,2,10/8/21,2021-10-03T18:00:00Z,10/3/21,18:00:00,13.69534991,7.966616223,
lol,2,10/8/21,2021-10-03T18:15:00Z,10/3/21,18:15:00,13.63856015,7.962811231,
lol,2,10/8/21,2021-10-03T18:30:00Z,10/3/21,18:30:00,13.59363613,7.95272843,
lol,2,10/8/21,2021-10-03T18:45:00Z,10/3/21,18:45:00,13.55652065,7.953721464,
lol,2,10/8/21,2021-10-03T19:00:00Z,10/3/21,19:00:00,13.527832,7.945608702,
lol,2,10/8/21,2021-10-03T19:15:00Z,10/3/21,19:15:00,13.50653923,7.942434136,
lol,2,10/8/21,2021-10-03T19:30:00Z,10/3/21,19:30:00,13.48683033,7.940731625,
lol,2,10/8/21,2021-10-03T19:45:00Z,10/3/21,19:45:00,13.46913463,7.929120826,
lol,2,10/8/21,2021-10-03T20:00:00Z,10/3/21,20:00:00,13.45374106,7.932686736,
lol,2,10/8/21,2021-10-03T20:15:00Z,10/3/21,20:15:00,13.43151355,7.928008469,
lol,2,10/8/21,2021-10-03T20:30:00Z,10/3/21,20:30:00,13.406721,7.923573373,
lol,2,10/8/21,2021-10-03T20:45:00Z,10/3/21,20:45:00,13.38989684,7.915226642,
lol,2,10/8/21,2021-10-03T21:00:00Z,10/3/21,21:00:00,13.36855887,7.911108738,
lol,2,10/8/21,2021-10-03T21:15:00Z,10/3/21,21:15:00,13.36428622,7.909551201,
lol,2,10/8/21,2021-10-03T21:30:00Z,10/3/21,21:30:00,13.34966325,7.90388347,
lol,2,10/8/21,2021-10-03T21:45:00Z,10/3/21,21:45:00,13.33542477,7.907256752,
lol,2,10/8/21,2021-10-03T22:00:00Z,10/3/21,22:00:00,13.32781803,7.904191588,
lol,2,10/8/21,2021-10-03T22:15:00Z,10/3/21,22:15:00,13.32623441,7.907715721,
lol,2,10/8/21,2021-10-03T22:30:00Z,10/3/21,22:30:00,13.328965,7.909946187,
lol,2,10/8/21,2021-10-03T22:45:00Z,10/3/21,22:45:00,13.32283049,7.904031048,
lol,2,10/8/21,2021-10-03T23:00:00Z,10/3/21,23:00:00,13.31313267,7.900980567,
lol,2,10/8/21,2021-10-03T23:15:00Z,10/3/21,23:15:00,13.3094704,7.893777755,
lol,2,10/8/21,2021-10-03T23:30:00Z,10/3/21,23:30:00,13.30314891,7.894158834,
lol,2,10/8/21,2021-10-03T23:45:00Z,10/3/21,23:45:00,13.31740527,7.898442495,
lol,2,10/8/21,2021-10-04T00:00:00Z,10/4/21,0:00:00,13.31381954,7.886244969,
lol,2,10/8/21,2021-10-04T00:15:00Z,10/4/21,0:15:00,13.29237196,7.859547872,
lol,2,10/8/21,2021-10-04T00:30:00Z,10/4/21,0:30:00,13.25337488,7.801151887,
lol,2,10/8/21,2021-10-04T00:45:00Z,10/4/21,0:45:00,13.2269412,7.792707421,
lol,2,10/8/21,2021-10-04T01:00:00Z,10/4/21,1:00:00,13.1685643,7.745876887,
lol,2,10/8/21,2021-10-04T01:15:00Z,10/4/21,1:15:00,13.13633487,7.739660938,
lol,2,10/8/21,2021-10-04T01:30:00Z,10/4/21,1:30:00,13.08951295,7.689903425,
lol,2,10/8/21,2021-10-04T01:45:00Z,10/4/21,1:45:00,13.02495735,7.658418858,
lol,2,10/8/21,2021-10-04T02:00:00Z,10/4/21,2:00:00,12.9656298,7.639228456,
lol,2,10/8/21,2021-10-04T02:15:00Z,10/4/21,2:15:00,12.90161211,7.592407983,
lol,2,10/8/21,2021-10-04T02:30:00Z,10/4/21,2:30:00,12.84850463,7.572633003,
lol,2,10/8/21,2021-10-04T02:45:00Z,10/4/21,2:45:00,12.80382973,7.549710938,
lol,2,10/8/21,2021-10-04T03:00:00Z,10/4/21,3:00:00,12.76055119,7.528668379,
lol,2,10/8/21,2021-10-04T03:15:00Z,10/4/21,3:15:00,12.71009173,7.497848596,
lol,2,10/8/21,2021-10-04T03:30:00Z,10/4/21,3:30:00,12.65907605,7.476599804,
lol,2,10/8/21,2021-10-04T03:45:00Z,10/4/21,3:45:00,12.61768215,7.450939478,
lol,2,10/8/21,2021-10-04T04:00:00Z,10/4/21,4:00:00,12.57799556,7.430576201,
lol,2,10/8/21,2021-10-04T04:15:00Z,10/4/21,4:15:00,12.52094793,7.435959894,
lol,2,10/8/21,2021-10-04T04:30:00Z,10/4/21,4:30:00,12.46127055,7.409560959,
lol,2,10/8/21,2021-10-04T04:45:00Z,10/4/21,4:45:00,12.40842078,7.42036518,
lol,2,10/8/21,2021-10-04T05:00:00Z,10/4/21,5:00:00,12.3638729,7.406838278,
lol,2,10/8/21,2021-10-04T05:15:00Z,10/4/21,5:15:00,12.33095967,7.39530675,
lol,2,10/8/21,2021-10-04T05:30:00Z,10/4/21,5:30:00,12.28918181,7.360012357,
lol,2,10/8/21,2021-10-04T05:45:00Z,10/4/21,5:45:00,12.25520686,7.356125731,
lol,2,10/8/21,2021-10-04T06:00:00Z,10/4/21,6:00:00,12.29304723,7.399429103,
lol,2,10/8/21,2021-10-04T06:15:00Z,10/4/21,6:15:00,12.34252141,7.46080686,
lol,2,10/8/21,2021-10-04T06:30:00Z,10/4/21,6:30:00,12.85346345,7.806708866,
lol,2,10/8/21,2021-10-04T06:45:00Z,10/4/21,6:45:00,13.04400706,7.850148721,
lol,2,10/8/21,2021-10-04T07:00:00Z,10/4/21,7:00:00,13.1390173,7.872220644,
lol,2,10/8/21,2021-10-04T07:15:00Z,10/4/21,7:15:00,13.19212975,7.872473934,
lol,2,10/8/21,2021-10-04T07:30:00Z,10/4/21,7:30:00,13.212049,7.879637722,
lol,2,10/8/21,2021-10-04T07:45:00Z,10/4/21,7:45:00,13.23532787,7.887802589,
lol,2,10/8/21,2021-10-04T08:00:00Z,10/4/21,8:00:00,13.25384339,7.892296448,
lol,2,10/8/21,2021-10-04T08:15:00Z,10/4/21,8:15:00,13.26338991,7.896832737,
lol,2,10/8/21,2021-10-04T08:30:00Z,10/4/21,8:30:00,13.27224183,7.89820771,
lol,2,10/8/21,2021-10-04T08:45:00Z,10/4/21,8:45:00,13.27704654,7.904419901,
lol,2,10/8/21,2021-10-04T09:00:00Z,10/4/21,9:00:00,13.28584389,7.909365848,
lol,2,10/8/21,2021-10-04T09:15:00Z,10/4/21,9:15:00,13.29212966,7.916014869,
lol,2,10/8/21,2021-10-04T09:30:00Z,10/4/21,9:30:00,13.32003775,7.919874277,
lol,2,10/8/21,2021-10-04T09:45:00Z,10/4/21,9:45:00,13.34973116,7.931615464,
lol,2,10/8/21,2021-10-04T10:00:00Z,10/4/21,10:00:00,13.37909681,7.936493151,
lol,2,10/8/21,2021-10-04T10:15:00Z,10/4/21,10:15:00,13.40886137,7.943534331,
lol,2,10/8/21,2021-10-04T10:30:00Z,10/4/21,10:30:00,13.43671983,7.94829038,
lol,2,10/8/21,2021-10-04T10:45:00Z,10/4/21,10:45:00,13.45952011,7.951180227,
lol,2,10/8/21,2021-10-04T11:00:00Z,10/4/21,11:00:00,13.48002037,7.951877882,
lol,2,10/8/21,2021-10-04T11:15:00Z,10/4/21,11:15:00,13.54577102,7.960560328,
lol,2,10/8/21,2021-10-04T11:30:00Z,10/4/21,11:30:00,13.58955146,7.965099388,
lol,2,10/8/21,2021-10-04T11:45:00Z,10/4/21,11:45:00,13.55351331,7.963946191,
lol,2,10/8/21,2021-10-04T12:00:00Z,10/4/21,12:00:00,13.5728203,7.962841946,
lol,2,10/8/21,2021-10-04T12:15:00Z,10/4/21,12:15:00,13.64782298,7.980393291,
lol,2,10/8/21,2021-10-04T12:30:00Z,10/4/21,12:30:00,13.81034943,7.987072294,
lol,2,10/8/21,2021-10-04T12:45:00Z,10/4/21,12:45:00,13.84323057,7.989390524,
lol,2,10/8/21,2021-10-04T13:00:00Z,10/4/21,13:00:00,13.98540329,7.983283679,
lol,2,10/8/21,2021-10-04T13:15:00Z,10/4/21,13:15:00,13.99919369,7.984084472,
lol,2,10/8/21,2021-10-04T13:30:00Z,10/4/21,13:30:00,14.20907917,7.983150477,
lol,2,10/8/21,2021-10-04T13:45:00Z,10/4/21,13:45:00,14.48617165,7.975517299,
lol,2,10/8/21,2021-10-04T14:00:00Z,10/4/21,14:00:00,14.70788356,7.968576992,
lol,2,10/8/21,2021-10-04T14:15:00Z,10/4/21,14:15:00,14.95451337,7.94791939,
lol,2,10/8/21,2021-10-04T14:30:00Z,10/4/21,14:30:00,15.21721408,7.946042285,
lol,2,10/8/21,2021-10-04T14:45:00Z,10/4/21,14:45:00,15.4027451,7.935057871,
lol,2,10/8/21,2021-10-04T15:00:00Z,10/4/21,15:00:00,15.5750095,7.910349271,
lol,2,10/8/21,2021-10-04T15:15:00Z,10/4/21,15:15:00,15.77530215,7.914307881,
lol,2,10/8/21,2021-10-04T15:30:00Z,10/4/21,15:30:00,15.98452938,7.878405507,
lol,2,10/8/21,2021-10-04T15:45:00Z,10/4/21,15:45:00,16.18512049,7.85488753,
lol,2,10/8/21,2021-10-04T16:00:00Z,10/4/21,16:00:00,16.28118768,7.822472035,
lol,2,10/8/21,2021-10-04T16:15:00Z,10/4/21,16:15:00,16.35959432,7.817925182,
lol,2,10/8/21,2021-10-04T16:30:00Z,10/4/21,16:30:00,16.4503133,7.825593754,
lol,2,10/8/21,2021-10-04T16:45:00Z,10/4/21,16:45:00,16.16318121,7.865311215,
lol,2,10/8/21,2021-10-04T17:00:00Z,10/4/21,17:00:00,15.8434347,7.888465324,
lol,2,10/8/21,2021-10-04T17:15:00Z,10/4/21,17:15:00,15.3201438,7.914738008,
lol,2,10/8/21,2021-10-04T17:30:00Z,10/4/21,17:30:00,14.9438425,7.930714257,
lol,2,10/8/21,2021-10-04T17:45:00Z,10/4/21,17:45:00,14.44860057,7.956422691,
lol,2,10/8/21,2021-10-04T18:00:00Z,10/4/21,18:00:00,14.17620493,7.961742314,
lol,2,10/8/21,2021-10-04T18:15:00Z,10/4/21,18:15:00,14.05590016,7.962343294,
lol,2,10/8/21,2021-10-04T18:30:00Z,10/4/21,18:30:00,13.95846216,7.96498518,
lol,2,10/8/21,2021-10-04T18:45:00Z,10/4/21,18:45:00,13.88072752,7.973685739,
lol,2,10/8/21,2021-10-04T19:00:00Z,10/4/21,19:00:00,13.8031557,7.984591074,
lol,2,10/8/21,2021-10-04T19:15:00Z,10/4/21,19:15:00,13.78397377,7.985215103,
lol,2,10/8/21,2021-10-04T19:30:00Z,10/4/21,19:30:00,13.79089942,7.988314319,
lol,2,10/8/21,2021-10-04T19:45:00Z,10/4/21,19:45:00,13.78626735,7.990042821,
lol,2,10/8/21,2021-10-04T20:00:00Z,10/4/21,20:00:00,13.78384218,7.992156521,
lol,2,10/8/21,2021-10-04T20:15:00Z,10/4/21,20:15:00,13.79016509,7.990980362,
lol,2,10/8/21,2021-10-04T20:30:00Z,10/4/21,20:30:00,13.81964051,7.997634357,
lol,2,10/8/21,2021-10-04T20:45:00Z,10/4/21,20:45:00,13.83939929,7.994129941,
lol,2,10/8/21,2021-10-04T21:00:00Z,10/4/21,21:00:00,13.878975,7.995204902,
lol,2,10/8/21,2021-10-04T21:15:00Z,10/4/21,21:15:00,13.90054663,7.998580653,
lol,2,10/8/21,2021-10-04T21:30:00Z,10/4/21,21:30:00,13.90878859,7.998421963,
lol,2,10/8/21,2021-10-04T21:45:00Z,10/4/21,21:45:00,13.91144781,7.993301373,
lol,2,10/8/21,2021-10-04T22:00:00Z,10/4/21,22:00:00,13.9018475,7.992872731,
lol,2,10/8/21,2021-10-04T22:15:00Z,10/4/21,22:15:00,13.88508538,7.985383809,
lol,2,10/8/21,2021-10-04T22:30:00Z,10/4/21,22:30:00,13.86415656,7.979002179,
lol,2,10/8/21,2021-10-04T22:45:00Z,10/4/21,22:45:00,13.85002757,7.975417044,
lol,2,10/8/21,2021-10-04T23:00:00Z,10/4/21,23:00:00,13.82092885,7.97125497,
lol,2,10/8/21,2021-10-04T23:15:00Z,10/4/21,23:15:00,13.79320623,7.964448699,
lol,2,10/8/21,2021-10-04T23:30:00Z,10/4/21,23:30:00,13.77935772,7.951745119,
lol,2,10/8/21,2021-10-04T23:45:00Z,10/4/21,23:45:00,13.75788936,7.949365341,
lol,2,10/8/21,2021-10-05T00:00:00Z,10/5/21,0:00:00,13.74781405,7.941609248,
lol,2,10/8/21,2021-10-05T00:15:00Z,10/5/21,0:15:00,13.72193818,7.93659419,
lol,2,10/8/21,2021-10-05T00:30:00Z,10/5/21,0:30:00,13.67994707,7.932446692,
lol,2,10/8/21,2021-10-05T00:45:00Z,10/5/21,0:45:00,13.64739827,7.917670793,
lol,2,10/8/21,2021-10-05T01:00:00Z,10/5/21,1:00:00,13.62723672,7.884940406,
lol,2,10/8/21,2021-10-05T01:15:00Z,10/5/21,1:15:00,13.61135132,7.833884053,
lol,2,10/8/21,2021-10-05T01:30:00Z,10/5/21,1:30:00,13.59436377,7.814708179,
lol,2,10/8/21,2021-10-05T01:45:00Z,10/5/21,1:45:00,13.5781338,7.807309223,
lol,2,10/8/21,2021-10-05T02:00:00Z,10/5/21,2:00:00,13.56670926,7.799090803,
lol,2,10/8/21,2021-10-05T02:15:00Z,10/5/21,2:15:00,13.5435871,7.784566171,
lol,2,10/8/21,2021-10-05T02:30:00Z,10/5/21,2:30:00,13.50495591,7.691512666,
lol,2,10/8/21,2021-10-05T02:45:00Z,10/5/21,2:45:00,13.45976457,7.659050913,
lol,2,10/8/21,2021-10-05T03:00:00Z,10/5/21,3:00:00,13.41935692,7.60943997,
lol,2,10/8/21,2021-10-05T03:15:00Z,10/5/21,3:15:00,13.37752829,7.569304328,
lol,2,10/8/21,2021-10-05T03:30:00Z,10/5/21,3:30:00,13.33438074,7.499658531,
lol,2,10/8/21,2021-10-05T03:45:00Z,10/5/21,3:45:00,13.29510563,7.465190865,
lol,2,10/8/21,2021-10-05T04:00:00Z,10/5/21,4:00:00,13.25994557,7.506797641,
lol,2,10/8/21,2021-10-05T04:15:00Z,10/5/21,4:15:00,13.2276466,7.482811322,
