"date_time","min","wvht","minute_else","station"
2021-09-30 10:30:00,40,2.62,30,"Lompoc Landing"
2021-09-30 11:30:00,40,2.49,30,"Lompoc Landing"
2021-09-30 12:30:00,40,2.56,30,"Lompoc Landing"
2021-09-30 13:30:00,40,2.37,30,"Lompoc Landing"
2021-09-30 14:30:00,40,2.39,30,"Lompoc Landing"
2021-09-30 15:30:00,40,2.04,30,"Lompoc Landing"
2021-09-30 16:30:00,40,2.17,30,"Lompoc Landing"
2021-09-30 17:30:00,40,1.94,30,"Lompoc Landing"
2021-09-30 18:30:00,40,2.1,30,"Lompoc Landing"
2021-09-30 19:30:00,40,2.14,30,"Lompoc Landing"
2021-09-30 20:30:00,40,2.2,30,"Lompoc Landing"
2021-09-30 21:30:00,40,2.08,30,"Lompoc Landing"
2021-09-30 22:30:00,40,1.98,30,"Lompoc Landing"
2021-09-30 23:30:00,40,2,30,"Lompoc Landing"
2021-10-01 00:30:00,40,1.91,30,"Lompoc Landing"
2021-10-01 01:30:00,40,1.78,30,"Lompoc Landing"
2021-10-01 02:30:00,40,1.76,30,"Lompoc Landing"
2021-10-01 03:30:00,40,1.76,30,"Lompoc Landing"
2021-10-01 04:30:00,40,1.96,30,"Lompoc Landing"
2021-10-01 05:30:00,40,1.72,30,"Lompoc Landing"
2021-10-01 06:30:00,40,1.78,30,"Lompoc Landing"
2021-10-01 07:30:00,40,1.99,30,"Lompoc Landing"
2021-10-01 08:30:00,40,1.76,30,"Lompoc Landing"
2021-10-01 09:30:00,40,1.96,30,"Lompoc Landing"
2021-10-01 10:30:00,40,1.87,30,"Lompoc Landing"
2021-10-01 11:30:00,40,1.55,30,"Lompoc Landing"
2021-10-01 12:30:00,40,1.78,30,"Lompoc Landing"
2021-10-01 13:30:00,40,1.79,30,"Lompoc Landing"
2021-10-01 14:30:00,40,1.87,30,"Lompoc Landing"
2021-10-01 15:30:00,40,1.89,30,"Lompoc Landing"
2021-10-01 16:30:00,40,1.94,30,"Lompoc Landing"
2021-10-01 17:30:00,40,1.93,30,"Lompoc Landing"
2021-10-01 18:30:00,40,1.8,30,"Lompoc Landing"
2021-10-01 19:30:00,40,2.14,30,"Lompoc Landing"
2021-10-01 20:30:00,40,2.13,30,"Lompoc Landing"
2021-10-01 21:30:00,40,1.96,30,"Lompoc Landing"
2021-10-01 22:30:00,40,2.15,30,"Lompoc Landing"
2021-10-01 23:30:00,40,1.84,30,"Lompoc Landing"
2021-10-02 00:30:00,40,1.8,30,"Lompoc Landing"
2021-10-02 01:30:00,40,2,30,"Lompoc Landing"
2021-10-02 02:30:00,40,2.08,30,"Lompoc Landing"
2021-10-02 03:30:00,40,2.09,30,"Lompoc Landing"
2021-10-02 04:30:00,40,2.2,30,"Lompoc Landing"
2021-10-02 05:30:00,40,2.21,30,"Lompoc Landing"
2021-10-02 06:30:00,40,2.24,30,"Lompoc Landing"
2021-10-02 07:30:00,40,2.43,30,"Lompoc Landing"
2021-10-02 08:30:00,40,2.25,30,"Lompoc Landing"
2021-10-02 09:30:00,40,2.34,30,"Lompoc Landing"
2021-10-02 10:30:00,40,2.28,30,"Lompoc Landing"
2021-10-02 11:30:00,40,2.22,30,"Lompoc Landing"
2021-10-02 12:30:00,40,2.44,30,"Lompoc Landing"
2021-10-02 13:30:00,40,2.37,30,"Lompoc Landing"
2021-10-02 14:30:00,40,2.61,30,"Lompoc Landing"
2021-10-02 15:30:00,40,2.2,30,"Lompoc Landing"
2021-10-02 16:30:00,40,2.48,30,"Lompoc Landing"
2021-10-02 17:30:00,40,2.47,30,"Lompoc Landing"
2021-10-02 18:30:00,40,2.37,30,"Lompoc Landing"
2021-10-02 19:30:00,40,2.69,30,"Lompoc Landing"
2021-10-02 20:30:00,40,2.6,30,"Lompoc Landing"
2021-10-02 21:30:00,40,2.39,30,"Lompoc Landing"
2021-10-02 22:30:00,40,2.58,30,"Lompoc Landing"
2021-10-02 23:30:00,40,2.25,30,"Lompoc Landing"
2021-10-03 00:30:00,40,2.31,30,"Lompoc Landing"
2021-10-03 01:30:00,40,2.28,30,"Lompoc Landing"
2021-10-03 02:30:00,40,2.08,30,"Lompoc Landing"
2021-10-03 03:30:00,40,2.11,30,"Lompoc Landing"
2021-10-03 04:30:00,40,2.19,30,"Lompoc Landing"
2021-10-03 05:30:00,40,2.16,30,"Lompoc Landing"
2021-10-03 06:30:00,40,2.43,30,"Lompoc Landing"
2021-10-03 07:30:00,40,2.47,30,"Lompoc Landing"
2021-10-03 08:30:00,40,2.33,30,"Lompoc Landing"
2021-10-03 09:30:00,40,2.33,30,"Lompoc Landing"
2021-10-03 10:30:00,40,2.34,30,"Lompoc Landing"
2021-10-03 11:30:00,40,2.26,30,"Lompoc Landing"
2021-10-03 12:30:00,40,2.19,30,"Lompoc Landing"
2021-10-03 13:30:00,40,1.95,30,"Lompoc Landing"
2021-10-03 14:30:00,40,2.09,30,"Lompoc Landing"
2021-10-03 15:30:00,40,2.16,30,"Lompoc Landing"
2021-10-03 16:30:00,40,1.87,30,"Lompoc Landing"
2021-10-03 17:30:00,40,2.01,30,"Lompoc Landing"
2021-10-03 18:30:00,40,2,30,"Lompoc Landing"
2021-10-03 19:30:00,40,1.86,30,"Lompoc Landing"
2021-10-03 20:30:00,40,1.92,30,"Lompoc Landing"
2021-10-03 21:30:00,40,1.81,30,"Lompoc Landing"
2021-10-03 22:30:00,40,1.63,30,"Lompoc Landing"
2021-10-03 23:30:00,40,1.71,30,"Lompoc Landing"
2021-10-04 00:30:00,40,1.6,30,"Lompoc Landing"
2021-10-04 01:30:00,40,1.58,30,"Lompoc Landing"
2021-10-04 02:30:00,40,1.62,30,"Lompoc Landing"
2021-10-04 03:30:00,40,1.59,30,"Lompoc Landing"
2021-10-04 04:30:00,40,1.53,30,"Lompoc Landing"
2021-10-04 05:30:00,40,1.74,30,"Lompoc Landing"
2021-10-04 06:30:00,40,1.58,30,"Lompoc Landing"
2021-10-04 07:30:00,40,1.6,30,"Lompoc Landing"
2021-10-04 08:30:00,40,1.8,30,"Lompoc Landing"
2021-10-04 09:30:00,40,2.05,30,"Lompoc Landing"
2021-10-04 10:30:00,40,1.98,30,"Lompoc Landing"
2021-10-04 11:30:00,40,1.93,30,"Lompoc Landing"
2021-10-04 12:30:00,40,1.9,30,"Lompoc Landing"
2021-10-04 13:30:00,40,1.9,30,"Lompoc Landing"
2021-10-04 14:30:00,40,1.85,30,"Lompoc Landing"
2021-10-04 15:30:00,40,1.74,30,"Lompoc Landing"
2021-10-04 16:30:00,40,1.74,30,"Lompoc Landing"
2021-10-04 17:30:00,40,1.67,30,"Lompoc Landing"
2021-10-04 18:30:00,40,1.76,30,"Lompoc Landing"
2021-10-04 19:30:00,40,1.72,30,"Lompoc Landing"
2021-10-04 20:30:00,40,1.92,30,"Lompoc Landing"
2021-10-04 21:30:00,40,1.68,30,"Lompoc Landing"
2021-10-04 22:30:00,40,1.92,30,"Lompoc Landing"
2021-10-04 23:30:00,40,1.77,30,"Lompoc Landing"
2021-10-05 00:30:00,40,1.83,30,"Lompoc Landing"
2021-10-05 01:30:00,40,1.72,30,"Lompoc Landing"
2021-10-05 02:30:00,40,1.7,30,"Lompoc Landing"
2021-10-05 03:30:00,40,1.69,30,"Lompoc Landing"
2021-10-05 04:30:00,40,1.69,30,"Lompoc Landing"
2021-10-05 05:30:00,40,1.73,30,"Lompoc Landing"
2021-10-05 06:30:00,40,1.8,30,"Lompoc Landing"
2021-10-05 07:30:00,40,1.73,30,"Lompoc Landing"
2021-10-05 08:30:00,40,1.77,30,"Lompoc Landing"
2021-10-05 09:30:00,40,1.47,30,"Lompoc Landing"
2021-10-05 10:30:00,40,1.7,30,"Lompoc Landing"
2021-10-05 11:30:00,40,1.57,30,"Lompoc Landing"
2021-10-05 12:30:00,40,1.65,30,"Lompoc Landing"
2021-10-05 13:30:00,40,1.35,30,"Lompoc Landing"
2021-10-05 14:30:00,40,1.53,30,"Lompoc Landing"
2021-10-05 15:30:00,40,1.55,30,"Lompoc Landing"
2021-10-05 16:30:00,40,1.49,30,"Lompoc Landing"
2021-10-05 17:30:00,40,1.53,30,"Lompoc Landing"
2021-10-05 18:30:00,40,1.48,30,"Lompoc Landing"
2021-10-05 19:30:00,40,1.56,30,"Lompoc Landing"
2021-10-05 20:30:00,40,1.64,30,"Lompoc Landing"
2021-10-05 21:30:00,40,1.66,30,"Lompoc Landing"
2021-10-05 22:30:00,40,1.58,30,"Lompoc Landing"
2021-10-05 23:30:00,40,1.99,30,"Lompoc Landing"
2021-10-06 00:30:00,40,1.74,30,"Lompoc Landing"
2021-10-06 01:30:00,40,1.57,30,"Lompoc Landing"
2021-10-06 02:30:00,40,1.48,30,"Lompoc Landing"
2021-10-06 03:30:00,40,1.62,30,"Lompoc Landing"
2021-10-06 04:30:00,40,1.7,30,"Lompoc Landing"
2021-10-06 05:30:00,40,1.33,30,"Lompoc Landing"
2021-10-06 06:30:00,40,1.55,30,"Lompoc Landing"
2021-10-06 07:30:00,40,1.53,30,"Lompoc Landing"
2021-10-06 08:30:00,40,1.63,30,"Lompoc Landing"
2021-10-06 09:30:00,40,1.45,30,"Lompoc Landing"
2021-10-06 10:30:00,40,1.37,30,"Lompoc Landing"
2021-10-06 11:30:00,40,1.55,30,"Lompoc Landing"
2021-10-06 12:30:00,40,1.45,30,"Lompoc Landing"
2021-10-06 13:30:00,40,1.45,30,"Lompoc Landing"
2021-10-06 14:30:00,40,1.58,30,"Lompoc Landing"
2021-10-06 15:30:00,40,1.49,30,"Lompoc Landing"
2021-10-06 16:30:00,40,1.26,30,"Lompoc Landing"
2021-10-06 17:30:00,40,1.34,30,"Lompoc Landing"
2021-10-06 18:30:00,40,1.23,30,"Lompoc Landing"
2021-10-06 19:30:00,40,1.29,30,"Lompoc Landing"
2021-10-06 20:30:00,40,1.25,30,"Lompoc Landing"
2021-10-06 21:30:00,40,1.38,30,"Lompoc Landing"
2021-10-06 22:30:00,40,1.47,30,"Lompoc Landing"
2021-10-06 23:30:00,40,1.47,30,"Lompoc Landing"
2021-10-07 00:30:00,40,1.32,30,"Lompoc Landing"
2021-10-07 01:30:00,40,1.29,30,"Lompoc Landing"
2021-10-07 02:30:00,40,1.49,30,"Lompoc Landing"
2021-10-07 03:30:00,40,1.4,30,"Lompoc Landing"
2021-10-07 04:30:00,40,1.5,30,"Lompoc Landing"
2021-10-07 05:30:00,40,1.7,30,"Lompoc Landing"
2021-10-07 06:30:00,40,1.75,30,"Lompoc Landing"
2021-10-07 07:30:00,40,1.89,30,"Lompoc Landing"
2021-10-07 08:30:00,40,1.89,30,"Lompoc Landing"
2021-10-07 09:30:00,40,2,30,"Lompoc Landing"
2021-10-07 10:30:00,40,2.06,30,"Lompoc Landing"
2021-10-07 11:30:00,40,2.13,30,"Lompoc Landing"
2021-10-07 12:30:00,40,2.13,30,"Lompoc Landing"
2021-10-07 13:30:00,40,2.19,30,"Lompoc Landing"
2021-10-07 14:30:00,40,2.4,30,"Lompoc Landing"
2021-10-07 15:30:00,40,2.3,30,"Lompoc Landing"
2021-10-07 16:30:00,40,2.24,30,"Lompoc Landing"
2021-10-07 17:30:00,40,2.22,30,"Lompoc Landing"
2021-10-07 18:30:00,40,2.27,30,"Lompoc Landing"
2021-10-07 19:30:00,40,2.2,30,"Lompoc Landing"
2021-10-07 20:30:00,40,2.08,30,"Lompoc Landing"
2021-10-07 21:30:00,40,2.08,30,"Lompoc Landing"
2021-10-07 22:30:00,40,2.09,30,"Lompoc Landing"
2021-10-07 23:30:00,40,2.34,30,"Lompoc Landing"
2021-10-08 00:30:00,40,2.34,30,"Lompoc Landing"
2021-10-08 01:30:00,40,2.14,30,"Lompoc Landing"
2021-10-08 02:30:00,40,2.06,30,"Lompoc Landing"
2021-10-08 03:30:00,40,2.15,30,"Lompoc Landing"
2021-10-08 04:30:00,40,2.08,30,"Lompoc Landing"
2021-10-08 05:30:00,40,2.03,30,"Lompoc Landing"
2021-10-08 06:30:00,40,2.01,30,"Lompoc Landing"
2021-10-08 07:30:00,40,2.09,30,"Lompoc Landing"
2021-10-08 08:30:00,40,2.07,30,"Lompoc Landing"
2021-10-08 09:30:00,40,2.15,30,"Lompoc Landing"
2021-10-08 10:30:00,40,2.14,30,"Lompoc Landing"
2021-10-08 11:30:00,40,1.8,30,"Lompoc Landing"
2021-10-08 12:30:00,40,1.87,30,"Lompoc Landing"
2021-10-08 13:30:00,40,1.9,30,"Lompoc Landing"
2021-10-08 14:30:00,40,1.87,30,"Lompoc Landing"
2021-10-08 15:30:00,40,1.99,30,"Lompoc Landing"
2021-10-08 16:30:00,40,2.02,30,"Lompoc Landing"
2021-10-08 17:30:00,40,2.22,30,"Lompoc Landing"
2021-10-08 18:30:00,40,2.09,30,"Lompoc Landing"
2021-10-08 19:30:00,40,2.04,30,"Lompoc Landing"
2021-10-08 20:30:00,40,2.08,30,"Lompoc Landing"
2021-10-08 21:30:00,40,2.1,30,"Lompoc Landing"
2021-10-08 22:30:00,40,2.14,30,"Lompoc Landing"
2021-10-08 23:30:00,40,2.27,30,"Lompoc Landing"
2021-10-09 00:30:00,40,2.12,30,"Lompoc Landing"
2021-10-09 01:30:00,40,2.37,30,"Lompoc Landing"
2021-10-09 02:30:00,40,2.38,30,"Lompoc Landing"
2021-10-09 03:30:00,40,2.54,30,"Lompoc Landing"
2021-10-09 04:30:00,40,2.53,30,"Lompoc Landing"
2021-10-09 05:30:00,40,2.65,30,"Lompoc Landing"
2021-10-09 06:30:00,40,2.52,30,"Lompoc Landing"
2021-10-09 07:30:00,40,2.41,30,"Lompoc Landing"
2021-10-09 08:30:00,40,1.87,30,"Lompoc Landing"
2021-10-09 09:30:00,40,1.83,30,"Lompoc Landing"
2021-10-09 10:30:00,40,1.91,30,"Lompoc Landing"
2021-10-09 11:30:00,40,1.75,30,"Lompoc Landing"
2021-10-09 12:30:00,40,1.65,30,"Lompoc Landing"
2021-10-09 13:30:00,40,1.64,30,"Lompoc Landing"
2021-10-09 14:30:00,40,1.46,30,"Lompoc Landing"
2021-10-09 15:30:00,40,1.63,30,"Lompoc Landing"
2021-10-09 16:30:00,40,1.6,30,"Lompoc Landing"
2021-10-09 17:30:00,40,1.47,30,"Lompoc Landing"
2021-10-09 18:30:00,40,1.41,30,"Lompoc Landing"
2021-10-09 19:30:00,40,1.28,30,"Lompoc Landing"
2021-10-09 20:30:00,40,1.05,30,"Lompoc Landing"
2021-10-09 21:30:00,40,1.12,30,"Lompoc Landing"
2021-10-09 22:30:00,40,1.14,30,"Lompoc Landing"
2021-10-09 23:30:00,40,1.02,30,"Lompoc Landing"
2021-10-10 00:30:00,40,1.24,30,"Lompoc Landing"
2021-10-10 01:30:00,40,1.17,30,"Lompoc Landing"
2021-10-10 02:30:00,40,1.27,30,"Lompoc Landing"
2021-10-10 03:30:00,40,1.3,30,"Lompoc Landing"
2021-10-10 04:30:00,40,1.23,30,"Lompoc Landing"
2021-10-10 05:30:00,40,1.19,30,"Lompoc Landing"
2021-10-10 06:30:00,40,1.15,30,"Lompoc Landing"
2021-10-10 07:30:00,40,1.08,30,"Lompoc Landing"
2021-10-10 08:30:00,40,1.01,30,"Lompoc Landing"
2021-10-10 09:30:00,40,1.06,30,"Lompoc Landing"
2021-10-10 10:30:00,40,1.1,30,"Lompoc Landing"
2021-10-10 11:30:00,40,1.32,30,"Lompoc Landing"
2021-10-10 12:30:00,40,1.23,30,"Lompoc Landing"
2021-10-10 13:30:00,40,1.57,30,"Lompoc Landing"
2021-10-10 14:30:00,40,1.5,30,"Lompoc Landing"
2021-10-10 15:30:00,40,1.47,30,"Lompoc Landing"
2021-10-10 16:30:00,40,1.61,30,"Lompoc Landing"
2021-10-10 17:30:00,40,1.6,30,"Lompoc Landing"
2021-10-10 18:30:00,40,1.5,30,"Lompoc Landing"
2021-10-10 19:30:00,40,1.52,30,"Lompoc Landing"
2021-10-10 20:30:00,40,1.66,30,"Lompoc Landing"
2021-10-10 21:30:00,40,1.74,30,"Lompoc Landing"
2021-10-10 22:30:00,40,1.86,30,"Lompoc Landing"
2021-10-10 23:30:00,40,1.83,30,"Lompoc Landing"
2021-10-11 00:30:00,40,2.01,30,"Lompoc Landing"
2021-10-11 01:30:00,40,1.97,30,"Lompoc Landing"
2021-10-11 02:30:00,40,2.1,30,"Lompoc Landing"
2021-10-11 03:30:00,40,2.1,30,"Lompoc Landing"
2021-10-11 04:30:00,40,2.37,30,"Lompoc Landing"
2021-10-11 05:30:00,40,2.37,30,"Lompoc Landing"
2021-10-11 06:30:00,40,2.35,30,"Lompoc Landing"
2021-10-11 07:30:00,40,2.66,30,"Lompoc Landing"
2021-10-11 08:30:00,40,2.68,30,"Lompoc Landing"
2021-10-11 09:30:00,40,3.05,30,"Lompoc Landing"
2021-10-11 10:30:00,40,3.69,30,"Lompoc Landing"
2021-10-11 11:30:00,40,3.81,30,"Lompoc Landing"
2021-10-11 12:30:00,40,4.24,30,"Lompoc Landing"
2021-10-11 13:30:00,40,3.99,30,"Lompoc Landing"
2021-10-11 14:30:00,40,4.3,30,"Lompoc Landing"
2021-10-11 15:30:00,40,4.58,30,"Lompoc Landing"
2021-10-11 16:30:00,40,5.02,30,"Lompoc Landing"
2021-10-11 17:30:00,40,5.17,30,"Lompoc Landing"
2021-10-11 18:30:00,40,5.69,30,"Lompoc Landing"
2021-10-11 19:30:00,40,5.05,30,"Lompoc Landing"
2021-10-11 20:30:00,40,4.7,30,"Lompoc Landing"
2021-10-11 21:30:00,40,5.54,30,"Lompoc Landing"
2021-10-11 22:30:00,40,5.23,30,"Lompoc Landing"
2021-10-11 23:30:00,40,5.98,30,"Lompoc Landing"
2021-10-12 00:30:00,40,5.64,30,"Lompoc Landing"
2021-10-12 01:30:00,40,4.85,30,"Lompoc Landing"
2021-10-12 02:30:00,40,4.96,30,"Lompoc Landing"
2021-10-12 03:30:00,40,5.18,30,"Lompoc Landing"
2021-10-12 04:30:00,40,4.81,30,"Lompoc Landing"
2021-10-12 05:30:00,40,4.61,30,"Lompoc Landing"
2021-10-12 06:30:00,40,4.68,30,"Lompoc Landing"
2021-10-12 07:30:00,40,4.91,30,"Lompoc Landing"
2021-10-12 08:30:00,40,4.78,30,"Lompoc Landing"
2021-10-12 09:30:00,40,4.26,30,"Lompoc Landing"
2021-10-12 10:30:00,40,4.76,30,"Lompoc Landing"
2021-10-12 11:30:00,40,4.86,30,"Lompoc Landing"
2021-10-12 12:30:00,40,4.32,30,"Lompoc Landing"
2021-10-12 13:30:00,40,4.54,30,"Lompoc Landing"
2021-10-12 14:30:00,40,3.94,30,"Lompoc Landing"
2021-10-12 15:30:00,40,3.97,30,"Lompoc Landing"
2021-10-12 16:30:00,40,3.51,30,"Lompoc Landing"
2021-10-12 17:30:00,40,3.49,30,"Lompoc Landing"
2021-10-12 18:30:00,40,3.93,30,"Lompoc Landing"
2021-10-12 19:30:00,40,3.76,30,"Lompoc Landing"
2021-10-12 20:30:00,40,3.74,30,"Lompoc Landing"
2021-10-12 21:30:00,40,3.91,30,"Lompoc Landing"
2021-10-12 22:30:00,40,3.63,30,"Lompoc Landing"
2021-10-12 23:30:00,40,3.52,30,"Lompoc Landing"
2021-10-13 00:30:00,40,3.61,30,"Lompoc Landing"
2021-10-13 01:30:00,40,3.22,30,"Lompoc Landing"
2021-10-13 02:30:00,40,3.72,30,"Lompoc Landing"
2021-10-13 03:30:00,40,3.42,30,"Lompoc Landing"
2021-10-13 04:30:00,40,3.58,30,"Lompoc Landing"
2021-10-13 05:30:00,40,3.18,30,"Lompoc Landing"
2021-10-13 06:30:00,40,3.37,30,"Lompoc Landing"
2021-10-13 07:30:00,40,3.23,30,"Lompoc Landing"
2021-10-13 08:30:00,40,3.43,30,"Lompoc Landing"
2021-10-13 09:30:00,40,3.34,30,"Lompoc Landing"
2021-10-13 10:30:00,40,3.17,30,"Lompoc Landing"
2021-10-13 11:30:00,40,2.89,30,"Lompoc Landing"
2021-10-13 12:30:00,40,3.02,30,"Lompoc Landing"
2021-10-13 13:30:00,40,2.96,30,"Lompoc Landing"
2021-10-13 14:30:00,40,2.63,30,"Lompoc Landing"
2021-10-13 15:30:00,40,2.49,30,"Lompoc Landing"
2021-10-13 16:30:00,40,2.23,30,"Lompoc Landing"
2021-10-13 17:30:00,40,2.55,30,"Lompoc Landing"
2021-10-13 18:30:00,40,2.41,30,"Lompoc Landing"
2021-10-13 19:30:00,40,2.28,30,"Lompoc Landing"
2021-10-13 20:30:00,40,2.34,30,"Lompoc Landing"
2021-10-13 21:30:00,40,2.42,30,"Lompoc Landing"
2021-10-13 22:30:00,40,2.37,30,"Lompoc Landing"
2021-10-13 23:30:00,40,2.34,30,"Lompoc Landing"
2021-10-14 00:30:00,40,1.95,30,"Lompoc Landing"
2021-10-14 01:30:00,40,2.01,30,"Lompoc Landing"
2021-10-14 02:30:00,40,1.97,30,"Lompoc Landing"
2021-10-14 03:30:00,40,2,30,"Lompoc Landing"
2021-10-14 04:30:00,40,2,30,"Lompoc Landing"
2021-10-14 05:30:00,40,2,30,"Lompoc Landing"
2021-10-14 06:30:00,40,1.98,30,"Lompoc Landing"
2021-10-14 07:30:00,40,2.06,30,"Lompoc Landing"
2021-10-14 08:30:00,40,2.06,30,"Lompoc Landing"
2021-10-14 09:30:00,40,2.18,30,"Lompoc Landing"
2021-10-14 10:30:00,40,2.27,30,"Lompoc Landing"
2021-10-14 11:30:00,40,2.39,30,"Lompoc Landing"
2021-10-14 12:30:00,40,2.3,30,"Lompoc Landing"
2021-10-14 13:30:00,40,2.34,30,"Lompoc Landing"
2021-10-14 14:30:00,40,2.23,30,"Lompoc Landing"
2021-10-14 15:30:00,40,2.39,30,"Lompoc Landing"
2021-10-14 16:30:00,40,2.76,30,"Lompoc Landing"
2021-10-14 17:30:00,40,2.45,30,"Lompoc Landing"
2021-10-14 18:30:00,40,2.76,30,"Lompoc Landing"
2021-10-14 19:30:00,40,2.48,30,"Lompoc Landing"
2021-10-14 20:30:00,40,2.96,30,"Lompoc Landing"
2021-10-14 21:30:00,40,2.74,30,"Lompoc Landing"
2021-10-14 22:30:00,40,2.91,30,"Lompoc Landing"
2021-10-14 23:30:00,40,2.91,30,"Lompoc Landing"
2021-10-15 00:30:00,40,2.89,30,"Lompoc Landing"
2021-10-15 01:30:00,40,3.12,30,"Lompoc Landing"
2021-10-15 02:30:00,40,3.02,30,"Lompoc Landing"
2021-10-15 03:30:00,40,2.83,30,"Lompoc Landing"
2021-10-15 04:30:00,40,2.95,30,"Lompoc Landing"
2021-10-15 05:30:00,40,3.07,30,"Lompoc Landing"
2021-10-15 06:30:00,40,2.57,30,"Lompoc Landing"
2021-10-15 07:30:00,40,2.92,30,"Lompoc Landing"
2021-10-15 08:30:00,40,2.78,30,"Lompoc Landing"
2021-10-15 09:30:00,40,2.75,30,"Lompoc Landing"
2021-10-15 10:30:00,40,2.73,30,"Lompoc Landing"
2021-10-15 11:30:00,40,2.83,30,"Lompoc Landing"
2021-10-15 12:30:00,40,2.68,30,"Lompoc Landing"
2021-10-15 13:30:00,40,2.66,30,"Lompoc Landing"
2021-10-15 14:30:00,40,3.12,30,"Lompoc Landing"
2021-10-15 15:30:00,40,2.54,30,"Lompoc Landing"
2021-10-15 16:30:00,40,2.91,30,"Lompoc Landing"
2021-10-15 17:30:00,40,2.67,30,"Lompoc Landing"
2021-10-15 18:30:00,40,2.94,30,"Lompoc Landing"
2021-10-15 19:30:00,40,2.64,30,"Lompoc Landing"
2021-10-15 20:30:00,40,2.72,30,"Lompoc Landing"
2021-10-15 21:30:00,40,2.59,30,"Lompoc Landing"
2021-10-15 22:30:00,40,2.61,30,"Lompoc Landing"
2021-10-15 23:30:00,40,2.74,30,"Lompoc Landing"
2021-10-16 00:30:00,40,2.56,30,"Lompoc Landing"
2021-10-16 01:30:00,40,2.54,30,"Lompoc Landing"
2021-10-16 02:30:00,40,2.07,30,"Lompoc Landing"
2021-10-16 03:30:00,40,2.33,30,"Lompoc Landing"
2021-10-16 04:30:00,40,2.07,30,"Lompoc Landing"
2021-10-16 05:30:00,40,2.29,30,"Lompoc Landing"
2021-10-16 06:30:00,40,2.08,30,"Lompoc Landing"
2021-10-16 07:30:00,40,2.3,30,"Lompoc Landing"
2021-10-16 08:30:00,40,2.16,30,"Lompoc Landing"
2021-10-16 09:30:00,40,2.39,30,"Lompoc Landing"
2021-10-16 10:30:00,40,2.35,30,"Lompoc Landing"
2021-10-16 11:30:00,40,2.23,30,"Lompoc Landing"
2021-10-16 12:30:00,40,2.29,30,"Lompoc Landing"
2021-10-16 13:30:00,40,2.4,30,"Lompoc Landing"
2021-10-16 14:30:00,40,2.44,30,"Lompoc Landing"
2021-10-16 15:30:00,40,2.57,30,"Lompoc Landing"
2021-10-16 16:30:00,40,2.41,30,"Lompoc Landing"
2021-10-16 17:30:00,40,2.39,30,"Lompoc Landing"
2021-10-16 18:30:00,40,2.32,30,"Lompoc Landing"
2021-10-16 19:30:00,40,2.18,30,"Lompoc Landing"
2021-10-16 20:30:00,40,2.19,30,"Lompoc Landing"
2021-10-16 21:30:00,40,2.17,30,"Lompoc Landing"
2021-10-16 22:30:00,40,2.18,30,"Lompoc Landing"
2021-10-16 23:30:00,40,2.15,30,"Lompoc Landing"
2021-10-17 00:30:00,40,1.93,30,"Lompoc Landing"
2021-10-17 01:30:00,40,2.1,30,"Lompoc Landing"
2021-10-17 02:30:00,40,2.02,30,"Lompoc Landing"
2021-10-17 03:30:00,40,2.01,30,"Lompoc Landing"
2021-10-17 04:30:00,40,2.09,30,"Lompoc Landing"
2021-10-17 05:30:00,40,2.07,30,"Lompoc Landing"
2021-10-17 06:30:00,40,2.07,30,"Lompoc Landing"
2021-10-17 07:30:00,40,2.11,30,"Lompoc Landing"
2021-10-17 08:30:00,40,2.46,30,"Lompoc Landing"
2021-10-17 09:30:00,40,2.39,30,"Lompoc Landing"
2021-10-17 10:30:00,40,2.34,30,"Lompoc Landing"
2021-10-17 11:30:00,40,2.24,30,"Lompoc Landing"
2021-10-17 12:30:00,40,2.08,30,"Lompoc Landing"
2021-10-17 13:30:00,40,2.15,30,"Lompoc Landing"
2021-10-17 14:30:00,40,1.77,30,"Lompoc Landing"
2021-10-17 15:30:00,40,1.63,30,"Lompoc Landing"
2021-10-17 16:30:00,40,1.65,30,"Lompoc Landing"
2021-10-17 17:30:00,40,1.73,30,"Lompoc Landing"
2021-10-17 18:30:00,40,1.92,30,"Lompoc Landing"
2021-10-17 19:30:00,40,1.89,30,"Lompoc Landing"
2021-10-17 20:30:00,40,1.82,30,"Lompoc Landing"
2021-10-17 21:30:00,40,1.68,30,"Lompoc Landing"
2021-10-17 22:30:00,40,1.51,30,"Lompoc Landing"
2021-10-17 23:30:00,40,1.63,30,"Lompoc Landing"
2021-10-18 00:30:00,40,1.53,30,"Lompoc Landing"
2021-10-18 01:30:00,40,1.52,30,"Lompoc Landing"
2021-10-18 02:30:00,40,1.61,30,"Lompoc Landing"
2021-10-18 03:30:00,40,1.61,30,"Lompoc Landing"
2021-10-18 04:30:00,40,1.64,30,"Lompoc Landing"
2021-10-18 05:30:00,40,1.53,30,"Lompoc Landing"
2021-10-18 06:30:00,40,1.51,30,"Lompoc Landing"
2021-10-18 07:30:00,40,1.56,30,"Lompoc Landing"
2021-10-18 08:30:00,40,1.68,30,"Lompoc Landing"
2021-10-18 09:30:00,40,1.73,30,"Lompoc Landing"
2021-10-18 10:30:00,40,1.73,30,"Lompoc Landing"
2021-10-18 11:30:00,40,1.73,30,"Lompoc Landing"
2021-10-18 14:30:00,40,1.63,30,"Lompoc Landing"
2021-10-18 15:30:00,40,1.64,30,"Lompoc Landing"
2021-10-18 16:30:00,40,1.61,30,"Lompoc Landing"
