"site","sensor_number","recovery_date","date_time","date","time","temp_durafet_c","p_h","tide","temp_hobo_c","tide_height"
"Alegria",4,"8/20/21",2021-07-16 00:45:00,"07/16/2021","00:45:00",16.92588199,7.820525058,"high",17.4055555555556,3.651558
"Alegria",4,"8/20/21",2021-07-16 01:00:00,"07/16/2021","01:00:00",16.64596608,7.830189946,"high",17.1055555555556,3.750716
"Alegria",4,"8/20/21",2021-07-16 01:15:00,"07/16/2021","01:15:00",16.64154509,7.818161945,"high",17.2111111111111,3.838209
"Alegria",4,"8/20/21",2021-07-16 01:30:00,"07/16/2021","01:30:00",16.60965682,7.809843477,"high",17.2,3.912257
"Alegria",4,"8/20/21",2021-07-16 01:45:00,"07/16/2021","01:45:00",16.52006767,7.802942175,"high",17.0722222222222,3.970982
"Alegria",4,"8/20/21",2021-07-16 02:00:00,"07/16/2021","02:00:00",16.29339053,7.80802751,"high",16.8222222222222,4.012811
"Alegria",4,"8/20/21",2021-07-16 02:15:00,"07/16/2021","02:15:00",16.18259082,7.80242976,"high",16.7611111111111,4.036569
"Alegria",4,"8/20/21",2021-07-16 02:30:00,"07/16/2021","02:30:00",16.1361318,7.795190838,"high",16.7166666666667,4.041203
"Alegria",4,"8/20/21",2021-07-16 02:45:00,"07/16/2021","02:45:00",15.95465155,7.796194918,"high",16.4833333333333,4.025757
"Alegria",4,"8/20/21",2021-07-16 03:00:00,"07/16/2021","03:00:00",15.76958317,7.797479066,"high",16.2888888888889,3.9897
"Alegria",4,"8/20/21",2021-07-16 03:15:00,"07/16/2021","03:15:00",15.6625639,7.794875804,"high",16.2333333333333,3.933083
"Alegria",4,"8/20/21",2021-07-16 03:30:00,"07/16/2021","03:30:00",15.63697626,7.786184268,"high",16.2444444444444,3.856097
"Alegria",4,"8/20/21",2021-07-16 03:45:00,"07/16/2021","03:45:00",15.56491032,7.784794601,"high",16.1611111111111,3.759571
"Alegria",4,"8/20/21",2021-07-16 04:00:00,"07/16/2021","04:00:00",15.4835394,7.785560422,"high",16.05,3.644281
"Alegria",4,"8/20/21",2021-07-16 04:15:00,"07/16/2021","04:15:00",15.43044058,7.783195213,"high",16.0222222222222,3.511788
"Alegria",4,"8/20/21",2021-07-16 04:30:00,"07/16/2021","04:30:00",15.36786267,7.790861987,"high",15.9666666666667,3.363408
"Alegria",4,"8/20/21",2021-07-16 04:45:00,"07/16/2021","04:45:00",15.3334531,7.790503197,"high",15.9444444444444,3.201348
"Alegria",4,"8/20/21",2021-07-16 05:00:00,"07/16/2021","05:00:00",15.3105833,7.791063718,"high",15.9333333333333,3.027377
"Alegria",4,"8/20/21",2021-07-16 05:15:00,"07/16/2021","05:15:00",15.29728066,7.786130272,"high",15.9444444444444,2.844215
"Alegria",4,"8/20/21",2021-07-16 05:30:00,"07/16/2021","05:30:00",15.27656818,7.793915554,"high",15.9111111111111,2.653973
"Alegria",4,"8/20/21",2021-07-16 05:45:00,"07/16/2021","05:45:00",15.27581888,7.779876383,"high",15.9111111111111,2.459718
"Alegria",4,"8/20/21",2021-07-16 06:00:00,"07/16/2021","06:00:00",15.26062274,7.782703092,"high",15.9,2.263768
"Alegria",4,"8/20/21",2021-07-16 06:15:00,"07/16/2021","06:15:00",15.23917846,7.782332793,"high",15.8722222222222,2.069349
"Alegria",4,"8/20/21",2021-07-16 06:30:00,"07/16/2021","06:30:00",15.22655856,7.777925326,"high",15.8611111111111,1.878836
"Alegria",4,"8/20/21",2021-07-16 06:45:00,"07/16/2021","06:45:00",15.21188905,7.772402616,"high",15.8611111111111,1.695416
"Alegria",4,"8/20/21",2021-07-16 07:00:00,"07/16/2021","07:00:00",15.20518419,7.764419689,"high",15.8611111111111,1.521371
"Alegria",4,"8/20/21",2021-07-16 07:15:00,"07/16/2021","07:15:00",15.19412138,7.761255734,"high",15.8388888888889,1.359652
"Alegria",4,"8/20/21",2021-07-16 07:30:00,"07/16/2021","07:30:00",15.18425779,7.76649574,"high",15.85,1.212308
"Alegria",4,"8/20/21",2021-07-16 07:45:00,"07/16/2021","07:45:00",15.18910401,7.769290924,"high",15.8388888888889,1.08187
"Alegria",4,"8/20/21",2021-07-16 08:00:00,"07/16/2021","08:00:00",15.19858486,7.766454994,"high",15.8611111111111,0.970139
"Alegria",4,"8/20/21",2021-07-16 08:15:00,"07/16/2021","08:15:00",15.20435273,7.778144223,"low",15.8611111111111,0.878737
"Alegria",4,"8/20/21",2021-07-16 08:30:00,"07/16/2021","08:30:00",15.21066955,7.798640278,"low",15.8611111111111,0.809289
"Alegria",4,"8/20/21",2021-07-16 08:45:00,"07/16/2021","08:45:00",15.22175555,7.810349984,"low",15.8944444444444,0.762758
"Alegria",4,"8/20/21",2021-07-16 09:00:00,"07/16/2021","09:00:00",15.23813163,7.833397834,"low",15.9111111111111,0.740038
"Alegria",4,"8/20/21",2021-07-16 09:15:00,"07/16/2021","09:15:00",15.25856605,7.846195796,"low",15.9444444444444,0.741455
"Alegria",4,"8/20/21",2021-07-16 09:30:00,"07/16/2021","09:30:00",15.2884759,7.873009342,"low",15.9888888888889,0.766799
"Alegria",4,"8/20/21",2021-07-16 09:45:00,"07/16/2021","09:45:00",15.32947972,7.900723417,"low",16.0222222222222,0.815796
"Alegria",4,"8/20/21",2021-07-16 10:00:00,"07/16/2021","10:00:00",15.37930291,7.93367235,"low",16.0944444444444,0.887802
"Alegria",4,"8/20/21",2021-07-16 10:15:00,"07/16/2021","10:15:00",15.43088265,7.95494521,"high",16.1722222222222,0.982105
"Alegria",4,"8/20/21",2021-07-16 10:30:00,"07/16/2021","10:30:00",15.56098497,7.997340844,"high",16.3722222222222,1.097461
"Alegria",4,"8/20/21",2021-07-16 10:45:00,"07/16/2021","10:45:00",15.73503337,8.020595146,"high",16.5888888888889,1.232406
"Alegria",4,"8/20/21",2021-07-16 11:00:00,"07/16/2021","11:00:00",15.82582107,8.001950107,"high",16.6111111111111,1.385028
"Alegria",4,"8/20/21",2021-07-16 11:15:00,"07/16/2021","11:15:00",15.9481891,8.000373111,"high",16.7277777777778,1.553702
"Alegria",4,"8/20/21",2021-07-16 11:30:00,"07/16/2021","11:30:00",15.94824935,7.982530563,"high",16.6722222222222,1.736084
"Alegria",4,"8/20/21",2021-07-16 11:45:00,"07/16/2021","11:45:00",16.00446703,7.971208235,"high",16.75,1.929815
"Alegria",4,"8/20/21",2021-07-16 12:00:00,"07/16/2021","12:00:00",15.89587919,7.956752634,"high",16.5666666666667,2.132157
"Alegria",4,"8/20/21",2021-07-16 12:15:00,"07/16/2021","12:15:00",15.86580533,7.955801324,"high",16.5222222222222,2.340951
"Alegria",4,"8/20/21",2021-07-16 12:30:00,"07/16/2021","12:30:00",15.9078304,7.975926387,"high",16.6111111111111,2.553289
"Alegria",4,"8/20/21",2021-07-16 12:45:00,"07/16/2021","12:45:00",16.13934431,7.985458448,"high",17.0055555555556,2.76645
"Alegria",4,"8/20/21",2021-07-16 13:00:00,"07/16/2021","13:00:00",16.6326073,8.009836924,"high",17.6166666666667,2.977484
"Alegria",4,"8/20/21",2021-07-16 13:15:00,"07/16/2021","13:15:00",16.85348178,8.014237128,"high",17.7777777777778,3.184192
"Alegria",4,"8/20/21",2021-07-16 13:30:00,"07/16/2021","13:30:00",17.05961027,8.031281136,"high",17.95,3.383744
"Alegria",4,"8/20/21",2021-07-16 13:45:00,"07/16/2021","13:45:00",17.32607748,8.019194522,"high",18.1888888888889,3.573662
"Alegria",4,"8/20/21",2021-07-16 14:00:00,"07/16/2021","14:00:00",17.43951912,8.030117412,"high",18.2388888888889,3.751426
"Alegria",4,"8/20/21",2021-07-16 14:15:00,"07/16/2021","14:15:00",17.54977751,8.019811666,"high",18.35,3.91529
"Alegria",4,"8/20/21",2021-07-16 14:30:00,"07/16/2021","14:30:00",17.66040186,8.025530144,"high",18.4555555555556,4.063111
"Alegria",4,"8/20/21",2021-07-16 14:45:00,"07/16/2021","14:45:00",17.77083641,8.011381786,"high",18.5722222222222,4.193189
"Alegria",4,"8/20/21",2021-07-16 15:00:00,"07/16/2021","15:00:00",17.87311804,8.008098595,"high",18.6388888888889,4.303969
"Alegria",4,"8/20/21",2021-07-16 15:15:00,"07/16/2021","15:15:00",17.9729762,8.002332541,"high",18.7444444444444,4.394535
"Alegria",4,"8/20/21",2021-07-16 15:30:00,"07/16/2021","15:30:00",18.06544867,7.990461227,"high",18.8222222222222,4.46388
"Alegria",4,"8/20/21",2021-07-16 15:45:00,"07/16/2021","15:45:00",18.12574801,7.984637458,"high",18.8611111111111,4.511433
"Alegria",4,"8/20/21",2021-07-16 16:00:00,"07/16/2021","16:00:00",18.21175974,7.982733743,"high",18.9722222222222,4.536914
"Alegria",4,"8/20/21",2021-07-16 16:15:00,"07/16/2021","16:15:00",18.26154658,7.985825806,"high",18.9833333333333,4.540404
"Alegria",4,"8/20/21",2021-07-16 16:30:00,"07/16/2021","16:30:00",18.33994631,7.969231847,"high",19.0777777777778,4.521904
"Alegria",4,"8/20/21",2021-07-16 16:45:00,"07/16/2021","16:45:00",18.378216,7.97020334,"high",19.1,4.481992
"Alegria",4,"8/20/21",2021-07-16 17:00:00,"07/16/2021","17:00:00",18.45325536,7.969040683,"high",19.1833333333333,4.421724
"Alegria",4,"8/20/21",2021-07-16 17:15:00,"07/16/2021","17:15:00",18.51333283,7.961552421,"high",19.2166666666667,4.342227
"Alegria",4,"8/20/21",2021-07-16 17:30:00,"07/16/2021","17:30:00",18.58617174,7.957492262,"high",19.3111111111111,4.245081
"Alegria",4,"8/20/21",2021-07-16 17:45:00,"07/16/2021","17:45:00",18.61529934,7.95497131,"high",19.3222222222222,4.132182
"Alegria",4,"8/20/21",2021-07-16 18:00:00,"07/16/2021","18:00:00",18.61828233,7.954480306,"high",19.2722222222222,4.005254
"Alegria",4,"8/20/21",2021-07-16 18:15:00,"07/16/2021","18:15:00",18.60257423,7.95439159,"high",19.2833333333333,3.86657
"Alegria",4,"8/20/21",2021-07-16 18:30:00,"07/16/2021","18:30:00",18.59076232,7.949536798,"high",19.2611111111111,3.718429
"Alegria",4,"8/20/21",2021-07-16 18:45:00,"07/16/2021","18:45:00",18.57296211,7.942411385,"high",19.2055555555556,3.56342
"Alegria",4,"8/20/21",2021-07-16 19:00:00,"07/16/2021","19:00:00",18.52979051,7.934749053,"high",19.1611111111111,3.403683
"Alegria",4,"8/20/21",2021-07-16 19:15:00,"07/16/2021","19:15:00",18.4724661,7.927137472,"high",19.1,3.241907
"Alegria",4,"8/20/21",2021-07-16 19:30:00,"07/16/2021","19:30:00",18.28270012,7.914680341,"high",18.8222222222222,3.080608
"Alegria",4,"8/20/21",2021-07-16 19:45:00,"07/16/2021","19:45:00",18.17530491,7.914254783,"high",18.7333333333333,2.922433
"Alegria",4,"8/20/21",2021-07-16 20:00:00,"07/16/2021","20:00:00",18.10059445,7.913488735,"high",18.6777777777778,2.769422
"Alegria",4,"8/20/21",2021-07-16 20:15:00,"07/16/2021","20:15:00",18.0328599,7.908623784,"high",18.6166666666667,2.624025
"Alegria",4,"8/20/21",2021-07-16 20:30:00,"07/16/2021","20:30:00",17.94951113,7.900989466,"high",18.5222222222222,2.488362
"Alegria",4,"8/20/21",2021-07-16 20:45:00,"07/16/2021","20:45:00",17.82686346,7.894109594,"high",18.4,2.364497
"Alegria",4,"8/20/21",2021-07-16 21:00:00,"07/16/2021","21:00:00",17.76379116,7.883739362,"high",18.3388888888889,2.253872
"Alegria",4,"8/20/21",2021-07-16 21:15:00,"07/16/2021","21:15:00",17.68787718,7.874490995,"high",18.2611111111111,2.158104
"Alegria",4,"8/20/21",2021-07-16 21:30:00,"07/16/2021","21:30:00",17.62773971,7.864450835,"high",18.2388888888889,2.078481
"Alegria",4,"8/20/21",2021-07-16 21:45:00,"07/16/2021","21:45:00",17.57410594,7.863108714,"high",18.1777777777778,2.015754
"Alegria",4,"8/20/21",2021-07-16 22:00:00,"07/16/2021","22:00:00",17.48922726,7.855031642,"high",18.1,1.970646
"Alegria",4,"8/20/21",2021-07-16 22:15:00,"07/16/2021","22:15:00",17.41970534,7.848858224,"high",18.0166666666667,1.943481
"Alegria",4,"8/20/21",2021-07-16 22:30:00,"07/16/2021","22:30:00",17.31814122,7.846530591,"high",17.9055555555556,1.93427
"Alegria",4,"8/20/21",2021-07-16 22:45:00,"07/16/2021","22:45:00",17.18990369,7.842849493,"high",17.75,1.942508
"Alegria",4,"8/20/21",2021-07-16 23:00:00,"07/16/2021","23:00:00",17.14333548,7.835219598,"high",17.7388888888889,1.9674
"Alegria",4,"8/20/21",2021-07-16 23:15:00,"07/16/2021","23:15:00",16.99292886,7.835352726,"high",17.5555555555556,2.008142
"Alegria",4,"8/20/21",2021-07-16 23:30:00,"07/16/2021","23:30:00",16.87091835,7.830851212,"high",17.3944444444444,2.063525
"Alegria",4,"8/20/21",2021-07-16 23:45:00,"07/16/2021","23:45:00",16.63607806,7.834350265,"high",17.1555555555556,2.132306
"Alegria",4,"8/20/21",2021-07-17,"07/17/2021","00:00:00",16.60173006,7.826829698,"high",17.1555555555556,2.212747
"Alegria",4,"8/20/21",2021-07-17 00:15:00,"07/17/2021","00:15:00",16.50665267,7.826748567,"high",17.0833333333333,2.303246
"Alegria",4,"8/20/21",2021-07-17 00:30:00,"07/17/2021","00:30:00",16.43660809,7.825905069,"high",17.0166666666667,2.401659
"Alegria",4,"8/20/21",2021-07-17 00:45:00,"07/17/2021","00:45:00",16.34370514,7.826466298,"high",16.9111111111111,2.506012
"Alegria",4,"8/20/21",2021-07-17 01:00:00,"07/17/2021","01:00:00",16.28560134,7.825348177,"high",16.8777777777778,2.61426
"Alegria",4,"8/20/21",2021-07-17 01:15:00,"07/17/2021","01:15:00",16.24780028,7.82614182,"high",16.8444444444444,2.723935
"Alegria",4,"8/20/21",2021-07-17 01:30:00,"07/17/2021","01:30:00",16.20819124,7.827437285,"high",16.8222222222222,2.833031
"Alegria",4,"8/20/21",2021-07-17 01:45:00,"07/17/2021","01:45:00",16.15537626,7.827677909,"high",16.7611111111111,2.939074
"Alegria",4,"8/20/21",2021-07-17 02:00:00,"07/17/2021","02:00:00",16.12138659,7.823678425,"high",16.7277777777778,3.040014
"Alegria",4,"8/20/21",2021-07-17 02:15:00,"07/17/2021","02:15:00",16.10809687,7.817385485,"high",16.7611111111111,3.133868
"Alegria",4,"8/20/21",2021-07-17 02:30:00,"07/17/2021","02:30:00",16.06552497,7.821303907,"high",16.6722222222222,3.218471
"Alegria",4,"8/20/21",2021-07-17 02:45:00,"07/17/2021","02:45:00",16.05049241,7.811114051,"high",16.6833333333333,3.292216
"Alegria",4,"8/20/21",2021-07-17 03:00:00,"07/17/2021","03:00:00",16.01976809,7.809753476,"high",16.6722222222222,3.353335
"Alegria",4,"8/20/21",2021-07-17 03:15:00,"07/17/2021","03:15:00",15.99819832,7.804077499,"high",16.6333333333333,3.400535
"Alegria",4,"8/20/21",2021-07-17 03:30:00,"07/17/2021","03:30:00",15.93141431,7.815464838,"high",16.5333333333333,3.432705
"Alegria",4,"8/20/21",2021-07-17 03:45:00,"07/17/2021","03:45:00",15.88221475,7.815450471,"high",16.4944444444444,3.448894
"Alegria",4,"8/20/21",2021-07-17 04:00:00,"07/17/2021","04:00:00",15.87426924,7.800010264,"high",16.4944444444444,3.448492
"Alegria",4,"8/20/21",2021-07-17 04:15:00,"07/17/2021","04:15:00",15.83986426,7.80053768,"high",16.4611111111111,3.430878
"Alegria",4,"8/20/21",2021-07-17 04:30:00,"07/17/2021","04:30:00",15.78926913,7.811139169,"high",16.4277777777778,3.395996
"Alegria",4,"8/20/21",2021-07-17 04:45:00,"07/17/2021","04:45:00",15.75433195,7.806502226,"high",16.3833333333333,3.344149
"Alegria",4,"8/20/21",2021-07-17 05:00:00,"07/17/2021","05:00:00",15.69899437,7.814079858,"high",16.3222222222222,3.275948
"Alegria",4,"8/20/21",2021-07-17 05:15:00,"07/17/2021","05:15:00",15.67892916,7.79960897,"high",16.3,3.1923
"Alegria",4,"8/20/21",2021-07-17 05:30:00,"07/17/2021","05:30:00",15.64109358,7.799516799,"high",16.2666666666667,3.094398
"Alegria",4,"8/20/21",2021-07-17 05:45:00,"07/17/2021","05:45:00",15.61946171,7.795527176,"high",16.2444444444444,2.983698
"Alegria",4,"8/20/21",2021-07-17 06:00:00,"07/17/2021","06:00:00",15.58946546,7.793383075,"high",16.2222222222222,2.861899
"Alegria",4,"8/20/21",2021-07-17 06:15:00,"07/17/2021","06:15:00",15.54818055,7.797279438,"high",16.1611111111111,2.730915
"Alegria",4,"8/20/21",2021-07-17 06:30:00,"07/17/2021","06:30:00",15.51086219,7.797334923,"high",16.15,2.592842
"Alegria",4,"8/20/21",2021-07-17 06:45:00,"07/17/2021","06:45:00",15.43032509,7.813207563,"high",16.0333333333333,2.449925
"Alegria",4,"8/20/21",2021-07-17 07:00:00,"07/17/2021","07:00:00",15.38394229,7.813752255,"high",16,2.304524
"Alegria",4,"8/20/21",2021-07-17 07:15:00,"07/17/2021","07:15:00",15.35229935,7.812076915,"high",15.9555555555556,2.159072
"Alegria",4,"8/20/21",2021-07-17 07:30:00,"07/17/2021","07:30:00",15.30729619,7.815576751,"high",15.9222222222222,2.016037
"Alegria",4,"8/20/21",2021-07-17 07:45:00,"07/17/2021","07:45:00",15.25996701,7.827539607,"high",15.8833333333333,1.877883
"Alegria",4,"8/20/21",2021-07-17 08:00:00,"07/17/2021","08:00:00",15.24584322,7.831769571,"high",15.8833333333333,1.747031
"Alegria",4,"8/20/21",2021-07-17 08:15:00,"07/17/2021","08:15:00",15.26601794,7.830440899,"high",15.9111111111111,1.625816
"Alegria",4,"8/20/21",2021-07-17 08:30:00,"07/17/2021","08:30:00",15.28619391,7.82751013,"high",15.9444444444444,1.516453
"Alegria",4,"8/20/21",2021-07-17 08:45:00,"07/17/2021","08:45:00",15.30796508,7.839481665,"high",15.9777777777778,1.421097
"Alegria",4,"8/20/21",2021-07-17 09:00:00,"07/17/2021","09:00:00",15.34177102,7.857370551,"high",16.0333333333333,1.341403
"Alegria",4,"8/20/21",2021-07-17 09:15:00,"07/17/2021","09:15:00",15.38713186,7.870572016,"high",16.0944444444444,1.279133
"Alegria",4,"8/20/21",2021-07-17 09:30:00,"07/17/2021","09:30:00",15.42326108,7.895767024,"high",16.1277777777778,1.235686
"Alegria",4,"8/20/21",2021-07-17 09:45:00,"07/17/2021","09:45:00",15.44037133,7.912155668,"high",16.1277777777778,1.212193
"Alegria",4,"8/20/21",2021-07-17 10:00:00,"07/17/2021","10:00:00",15.45722016,7.917111514,"high",16.1277777777778,1.20947
"Alegria",4,"8/20/21",2021-07-17 10:15:00,"07/17/2021","10:15:00",15.49068304,7.933125246,"high",16.1944444444444,1.227747
"Alegria",4,"8/20/21",2021-07-17 10:30:00,"07/17/2021","10:30:00",15.57520568,7.967061086,"high",16.3222222222222,1.267101
"Alegria",4,"8/20/21",2021-07-17 10:45:00,"07/17/2021","10:45:00",15.64787777,7.975440239,"high",16.3944444444444,1.32754
"Alegria",4,"8/20/21",2021-07-17 11:00:00,"07/17/2021","11:00:00",15.72769165,7.992242911,"high",16.4722222222222,1.408644
"Alegria",4,"8/20/21",2021-07-17 11:15:00,"07/17/2021","11:15:00",15.79804554,NA,"high",NA,1.509724
"Alegria",4,"8/20/21",2021-07-17 11:30:00,"07/17/2021","11:30:00",15.81273997,NA,"high",NA,1.6298
"Alegria",4,"8/20/21",2021-07-17 11:45:00,"07/17/2021","11:45:00",15.85307717,NA,"high",NA,1.767451
"Alegria",4,"8/20/21",2021-07-17 12:00:00,"07/17/2021","12:00:00",15.82701723,NA,"high",NA,1.921464
"Alegria",4,"8/20/21",2021-07-17 12:15:00,"07/17/2021","12:15:00",15.8704091,NA,"high",NA,2.089932
"Alegria",4,"8/20/21",2021-07-17 12:30:00,"07/17/2021","12:30:00",15.939404,NA,"high",NA,2.270875
"Alegria",4,"8/20/21",2021-07-17 12:45:00,"07/17/2021","12:45:00",15.97160464,NA,"high",NA,2.461903
"Alegria",4,"8/20/21",2021-07-17 13:00:00,"07/17/2021","13:00:00",16.01693125,NA,"high",NA,2.661116
"Alegria",4,"8/20/21",2021-07-17 13:15:00,"07/17/2021","13:15:00",16.11455511,NA,"high",NA,2.865846
"Alegria",4,"8/20/21",2021-07-17 13:30:00,"07/17/2021","13:30:00",16.19458712,NA,"high",NA,3.073541
"Alegria",4,"8/20/21",2021-07-17 13:45:00,"07/17/2021","13:45:00",16.31046412,NA,"high",NA,3.281355
"Alegria",4,"8/20/21",2021-07-17 14:00:00,"07/17/2021","14:00:00",16.4434075,NA,"high",NA,3.487122
"Alegria",4,"8/20/21",2021-07-17 14:15:00,"07/17/2021","14:15:00",16.55147094,NA,"high",NA,3.687987
"Alegria",4,"8/20/21",2021-07-17 14:30:00,"07/17/2021","14:30:00",16.67725834,NA,"high",NA,3.881378
"Alegria",4,"8/20/21",2021-07-17 14:45:00,"07/17/2021","14:45:00",16.77185667,NA,"high",NA,4.064808
"Alegria",4,"8/20/21",2021-07-17 15:00:00,"07/17/2021","15:00:00",16.87729876,NA,"high",NA,4.235728
"Alegria",4,"8/20/21",2021-07-17 15:15:00,"07/17/2021","15:15:00",16.96113099,NA,"high",NA,4.392308
"Alegria",4,"8/20/21",2021-07-17 15:30:00,"07/17/2021","15:30:00",17.0754102,NA,"high",NA,4.53232
"Alegria",4,"8/20/21",2021-07-17 15:45:00,"07/17/2021","15:45:00",17.15190644,NA,"high",NA,4.653945
"Alegria",4,"8/20/21",2021-07-17 16:00:00,"07/17/2021","16:00:00",17.2458449,NA,"high",NA,4.755501
"Alegria",4,"8/20/21",2021-07-17 16:15:00,"07/17/2021","16:15:00",17.36663049,NA,"high",NA,4.835896
"Alegria",4,"8/20/21",2021-07-17 16:30:00,"07/17/2021","16:30:00",17.45207709,NA,"high",NA,4.89396
"Alegria",4,"8/20/21",2021-07-17 16:45:00,"07/17/2021","16:45:00",17.64188816,NA,"high",NA,4.928946
"Alegria",4,"8/20/21",2021-07-17 17:00:00,"07/17/2021","17:00:00",17.71879854,NA,"high",NA,4.940408
"Alegria",4,"8/20/21",2021-07-17 17:15:00,"07/17/2021","17:15:00",17.71582149,NA,"high",NA,4.927996
"Alegria",4,"8/20/21",2021-07-17 17:30:00,"07/17/2021","17:30:00",17.74476288,NA,"high",NA,4.891688
"Alegria",4,"8/20/21",2021-07-17 17:45:00,"07/17/2021","17:45:00",17.74366504,NA,"high",NA,4.83199
"Alegria",4,"8/20/21",2021-07-17 18:00:00,"07/17/2021","18:00:00",17.76358976,NA,"high",NA,4.749623
"Alegria",4,"8/20/21",2021-07-17 18:15:00,"07/17/2021","18:15:00",17.76636999,NA,"high",NA,4.645898
"Alegria",4,"8/20/21",2021-07-17 18:30:00,"07/17/2021","18:30:00",17.75406568,NA,"high",NA,4.522152
"Alegria",4,"8/20/21",2021-07-17 18:45:00,"07/17/2021","18:45:00",17.73474166,NA,"high",NA,4.379904
"Alegria",4,"8/20/21",2021-07-17 19:00:00,"07/17/2021","19:00:00",17.7238271,NA,"high",NA,4.221399
"Alegria",4,"8/20/21",2021-07-17 19:15:00,"07/17/2021","19:15:00",17.70125198,NA,"high",NA,4.048636
"Alegria",4,"8/20/21",2021-07-17 19:30:00,"07/17/2021","19:30:00",17.66965612,7.935899513,"high",18.3055555555556,3.863947
"Alegria",4,"8/20/21",2021-07-17 19:45:00,"07/17/2021","19:45:00",17.63645661,7.927752165,"high",18.2722222222222,3.669597
"Alegria",4,"8/20/21",2021-07-17 20:00:00,"07/17/2021","20:00:00",17.60641226,7.910954859,"high",18.2277777777778,3.468618
"Alegria",4,"8/20/21",2021-07-17 20:15:00,"07/17/2021","20:15:00",17.56379468,7.906910327,"high",18.1777777777778,3.263479
"Alegria",4,"8/20/21",2021-07-17 20:30:00,"07/17/2021","20:30:00",17.52655712,7.898697588,"high",18.1333333333333,3.056666
"Alegria",4,"8/20/21",2021-07-17 20:45:00,"07/17/2021","20:45:00",17.48732527,7.888577495,"high",18.0888888888889,2.851355
"Alegria",4,"8/20/21",2021-07-17 21:00:00,"07/17/2021","21:00:00",17.46113757,7.886478437,"high",18.0888888888889,2.64999
"Alegria",4,"8/20/21",2021-07-17 21:15:00,"07/17/2021","21:15:00",17.41863211,7.881904427,"high",18.0277777777778,2.454951
"Alegria",4,"8/20/21",2021-07-17 21:30:00,"07/17/2021","21:30:00",17.37984357,7.873473302,"high",17.9944444444444,2.269144
"Alegria",4,"8/20/21",2021-07-17 21:45:00,"07/17/2021","21:45:00",17.35309621,7.862799695,"high",17.9833333333333,2.094663
"Alegria",4,"8/20/21",2021-07-17 22:00:00,"07/17/2021","22:00:00",17.32548688,7.858251224,"high",17.9388888888889,1.933632
"Alegria",4,"8/20/21",2021-07-17 22:15:00,"07/17/2021","22:15:00",17.2842953,7.846136837,"high",17.9166666666667,1.787799
"Alegria",4,"8/20/21",2021-07-17 22:30:00,"07/17/2021","22:30:00",17.27532525,7.838391622,"high",17.9388888888889,1.659138
"Alegria",4,"8/20/21",2021-07-17 22:45:00,"07/17/2021","22:45:00",17.26804595,7.817456118,"high",17.9,1.548853
"Alegria",4,"8/20/21",2021-07-17 23:00:00,"07/17/2021","23:00:00",17.24735685,7.803540948,"high",17.8555555555556,1.457934
"Alegria",4,"8/20/21",2021-07-17 23:15:00,"07/17/2021","23:15:00",17.21401831,7.787609722,"high",17.8444444444444,1.387352
"Alegria",4,"8/20/21",2021-07-17 23:30:00,"07/17/2021","23:30:00",17.17212026,7.781131573,"high",17.7888888888889,1.337443
"Alegria",4,"8/20/21",2021-07-17 23:45:00,"07/17/2021","23:45:00",17.12546419,7.776311419,"high",17.7555555555556,1.308329
"Alegria",4,"8/20/21",2021-07-18,"07/18/2021","00:00:00",17.07926862,7.786862453,"high",17.6944444444444,1.299806
"Alegria",4,"8/20/21",2021-07-18 00:15:00,"07/18/2021","00:15:00",17.03755629,7.785536544,"high",17.6388888888889,1.311138
"Alegria",4,"8/20/21",2021-07-18 00:30:00,"07/18/2021","00:30:00",16.96547923,7.775570804,"high",17.5333333333333,1.34133
"Alegria",4,"8/20/21",2021-07-18 00:45:00,"07/18/2021","00:45:00",16.90684093,7.784425802,"high",17.5,1.389228
"Alegria",4,"8/20/21",2021-07-18 01:00:00,"07/18/2021","01:00:00",16.87201091,7.78930239,"high",17.4777777777778,1.453583
"Alegria",4,"8/20/21",2021-07-18 01:15:00,"07/18/2021","01:15:00",16.87949068,7.787707521,"high",17.5333333333333,1.532756
"Alegria",4,"8/20/21",2021-07-18 01:30:00,"07/18/2021","01:30:00",16.88396152,7.790015189,"high",17.5444444444444,1.624828
"Alegria",4,"8/20/21",2021-07-18 01:45:00,"07/18/2021","01:45:00",16.88863191,7.796784898,"high",17.5444444444444,1.728016
"Alegria",4,"8/20/21",2021-07-18 02:00:00,"07/18/2021","02:00:00",16.8499272,7.795684348,"high",17.4888888888889,1.840084
"Alegria",4,"8/20/21",2021-07-18 02:15:00,"07/18/2021","02:15:00",16.82854788,7.787804076,"high",17.4444444444444,1.95878
"Alegria",4,"8/20/21",2021-07-18 02:30:00,"07/18/2021","02:30:00",16.82316217,7.783188142,"high",17.4777777777778,2.081638
"Alegria",4,"8/20/21",2021-07-18 02:45:00,"07/18/2021","02:45:00",16.83180821,7.772266542,"high",17.4888888888889,2.206574
"Alegria",4,"8/20/21",2021-07-18 03:00:00,"07/18/2021","03:00:00",16.8570535,7.758346032,"high",17.5222222222222,2.331094
"Alegria",4,"8/20/21",2021-07-18 03:15:00,"07/18/2021","03:15:00",16.86435,7.751363671,"high",17.5333333333333,2.45275
"Alegria",4,"8/20/21",2021-07-18 03:30:00,"07/18/2021","03:30:00",16.87074294,7.743008923,"high",17.5333333333333,2.569584
