intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,site_code,survey_rep,year,species,total_count,number_of_quadrats_sampled,total_area_sampled_m2,density_per_m2
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Nucella emarginata/ostrina,19,33,8.25,2.303030303
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Ocenebra circumtexta,1,33,8.25,0.121212121
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Oedignathus inermis,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Olivella biplicata,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Opalia funiculata,2,33,8.25,0.242424242
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pachycheles spp,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pachygrapsus crassipes,27,33,8.25,3.272727273
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pagurus granosimanus,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pagurus hirsutiusculus,5,33,8.25,0.606060606
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pagurus samuelis,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Petrolisthes spp,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pisaster ochraceus,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pugettia gracilis/richii,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Pugettia producta,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Roperia poulsoni,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Tegula aureotincta,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Tegula brunnea,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Tegula eiseni,0,33,8.25,0
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Tegula funebralis,31,33,8.25,3.757575758
Alegria,34.46713695,-120.278178,CA South,Government Point to Mexico,California,Mainland,,reference,,,38,6,2016,Tegula gallina/funebralis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Acanthinucella spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Alia spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Amphissa columbiana,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Amphissa versicolor,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Californiconus californicus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cancer antennarius,8,33,8.25,0.96969697
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Ceratostoma nuttalli,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Crepipatella lingulata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Epitonium tinctum,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Hemigrapsus nudus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Homalopoma spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Kelletia kelletii,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Lacuna spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Leptasterias spp,124,33,8.25,15.03030303
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Lirularia/Margarites spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Littorina spp.,6021,33,8.25,729.8181818
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Littorina spp.,6021,33,8.25,729.8181818
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Littorina spp.,6021,33,8.25,729.8181818
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Macron lividus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Megastraea undosa,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Mexacanthina lugubris,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Nucella canaliculata,46,33,8.25,5.575757576
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Nucella emarginata/ostrina,69,33,8.25,8.363636364
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Ocenebra circumtexta,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Oedignathus inermis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Olivella biplicata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Opalia funiculata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pachycheles spp,1,33,8.25,0.121212121
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pachygrapsus crassipes,2,33,8.25,0.242424242
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus granosimanus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus hirsutiusculus,2,33,8.25,0.242424242
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus samuelis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Petrolisthes spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pisaster ochraceus,24,33,8.25,2.909090909
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pugettia gracilis/richii,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pugettia producta,7,33,8.25,0.848484849
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Roperia poulsoni,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Tegula aureotincta,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Tegula brunnea,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Tegula eiseni,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Tegula funebralis,77,33,8.25,9.333333333
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Tegula gallina/funebralis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Acanthinucella spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Alia spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Amphissa columbiana,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Amphissa versicolor,3,33,8.25,0.363636364
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Californiconus californicus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Cancer antennarius,1,33,8.25,0.121212121
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Ceratostoma nuttalli,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Crepipatella lingulata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Epitonium tinctum,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Hemigrapsus nudus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Homalopoma spp,1,33,8.25,0.121212121
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Kelletia kelletii,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Lacuna spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Leptasterias spp,65,33,8.25,7.878787879
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Lirularia/Margarites spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Littorina spp.,6693,33,8.25,811.2727273
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Littorina spp.,6693,33,8.25,811.2727273
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Littorina spp.,6693,33,8.25,811.2727273
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Macron lividus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Megastraea undosa,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Mexacanthina lugubris,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Nucella canaliculata,5,33,8.25,0.606060606
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Nucella emarginata/ostrina,52,33,8.25,6.303030303
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Ocenebra circumtexta,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Oedignathus inermis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Olivella biplicata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Opalia funiculata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pachycheles spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pachygrapsus crassipes,2,33,8.25,0.242424242
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pagurus granosimanus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pagurus hirsutiusculus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pagurus samuelis,1,33,8.25,0.121212121
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Petrolisthes spp,5,33,8.25,0.606060606
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pisaster ochraceus,10,33,8.25,1.212121212
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pugettia gracilis/richii,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Pugettia producta,3,33,8.25,0.363636364
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Roperia poulsoni,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Tegula aureotincta,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Tegula brunnea,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Tegula eiseni,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Tegula funebralis,46,33,8.25,5.575757576
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,2,2003,Tegula gallina/funebralis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Acanthinucella spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Alia spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Amphissa columbiana,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Amphissa versicolor,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Californiconus californicus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Cancer antennarius,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Ceratostoma nuttalli,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Crepipatella lingulata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Epitonium tinctum,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Hemigrapsus nudus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Homalopoma spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Kelletia kelletii,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Lacuna spp,17,33,8.25,2.060606061
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Leptasterias spp,31,33,8.25,3.757575758
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Lirularia/Margarites spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Littorina spp.,4862,33,8.25,589.3333333
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Littorina spp.,4862,33,8.25,589.3333333
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Littorina spp.,4862,33,8.25,589.3333333
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Macron lividus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Megastraea undosa,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Mexacanthina lugubris,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Nucella canaliculata,4,33,8.25,0.484848485
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Nucella emarginata/ostrina,94,33,8.25,11.39393939
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Ocenebra circumtexta,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Oedignathus inermis,2,33,8.25,0.242424242
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Olivella biplicata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Opalia funiculata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Pachycheles spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Pachygrapsus crassipes,6,33,8.25,0.727272727
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,3,2004,Pagurus granosimanus,0,33,8.25,0
