intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,site_code,survey_rep,year,species_lump,total_count,number_of_quadrats_sampled,total_area_sampled_m2,density_per_m2
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Pagurus hemphilli,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Pagurus samuelis,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Paraxanthias taylori,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Phimochirus californiensis,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Pilumnus spinohirsutus,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Pugettia foliata,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Pugettia gracilis/richii,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Tegula funebralis,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Tegula gallina/funebralis,0,18,4.5,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pugettia producta,5,33,8.25,0.606060606
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Tegula funebralis,5,33,8.25,0.606060606
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pachygrapsus crassipes,2,33,8.25,0.242424242
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Petrolisthes spp,2,33,8.25,0.242424242
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Hemigrapsus nudus,1,33,8.25,0.121212121
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Acanthina paucilirata,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Acanthinucella spp,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Cancer antennarius,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Cancer branneri,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Cancer jordani,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Cancer oregonensis,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Cancer productus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Cryptolithodes sitchensis,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Cycloxanthops novemdentatus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Hemigrapsus oregonensis,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Leptasterias spp,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Lophopanopeus bellus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Loxorhynchus crispatus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Oedignathus inermis,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Oregonia gracilis,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pachycheles spp,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pagurus beringanus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pagurus caurinus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pagurus granosimanus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pagurus hemphilli,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pagurus hirsutiusculus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pagurus samuelis,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Paraxanthias taylori,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Phimochirus californiensis,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pilumnus spinohirsutus,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pugettia foliata,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pugettia gracilis/richii,0,33,8.25,0
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Tegula gallina/funebralis,0,33,8.25,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Tegula funebralis,26,18,4.5,5.777777778
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pagurus hirsutiusculus,6,18,4.5,1.333333333
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Leptasterias spp,4,18,4.5,0.888888889
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pugettia producta,4,18,4.5,0.888888889
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pagurus granosimanus,1,18,4.5,0.222222222
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pagurus samuelis,1,18,4.5,0.222222222
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Acanthina paucilirata,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Acanthinucella spp,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Cancer antennarius,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Cancer branneri,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Cancer jordani,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Cancer oregonensis,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Cancer productus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Cryptolithodes sitchensis,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Cycloxanthops novemdentatus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Hemigrapsus nudus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Hemigrapsus oregonensis,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Lophopanopeus bellus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Loxorhynchus crispatus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Oedignathus inermis,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Oregonia gracilis,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pachycheles spp,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pachygrapsus crassipes,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pagurus beringanus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pagurus caurinus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pagurus hemphilli,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Paraxanthias taylori,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Petrolisthes spp,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Phimochirus californiensis,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pilumnus spinohirsutus,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pugettia foliata,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pugettia gracilis/richii,0,18,4.5,0
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Tegula gallina/funebralis,0,18,4.5,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Tegula funebralis,630,21,5.25,120
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pagurus hirsutiusculus,94,21,5.25,17.9047619
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Hemigrapsus nudus,14,21,5.25,2.666666667
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pagurus granosimanus,11,21,5.25,2.095238095
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pagurus samuelis,4,21,5.25,0.761904762
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pugettia producta,1,21,5.25,0.19047619
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Acanthina paucilirata,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Acanthinucella spp,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Cancer antennarius,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Cancer branneri,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Cancer jordani,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Cancer oregonensis,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Cancer productus,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Cryptolithodes sitchensis,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Cycloxanthops novemdentatus,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Hemigrapsus oregonensis,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Leptasterias spp,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Lophopanopeus bellus,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Loxorhynchus crispatus,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Oedignathus inermis,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Oregonia gracilis,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pachycheles spp,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pachygrapsus crassipes,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pagurus beringanus,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pagurus caurinus,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pagurus hemphilli,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Paraxanthias taylori,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Petrolisthes spp,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Phimochirus californiensis,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pilumnus spinohirsutus,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pugettia foliata,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pugettia gracilis/richii,0,21,5.25,0
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Tegula gallina/funebralis,0,21,5.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Leptasterias spp,124,33,8.25,15.03030303
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Tegula funebralis,77,33,8.25,9.333333333
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cancer antennarius,8,33,8.25,0.96969697
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pugettia producta,7,33,8.25,0.848484848
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pachygrapsus crassipes,2,33,8.25,0.242424242
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus hirsutiusculus,2,33,8.25,0.242424242
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pachycheles spp,1,33,8.25,0.121212121
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Acanthina paucilirata,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Acanthinucella spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cancer branneri,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cancer jordani,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cancer oregonensis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cancer productus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cryptolithodes sitchensis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Cycloxanthops novemdentatus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Hemigrapsus nudus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Hemigrapsus oregonensis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Lophopanopeus bellus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Loxorhynchus crispatus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Oedignathus inermis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Oregonia gracilis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus beringanus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus caurinus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus granosimanus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus hemphilli,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pagurus samuelis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Paraxanthias taylori,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Petrolisthes spp,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Phimochirus californiensis,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pilumnus spinohirsutus,0,33,8.25,0
Bodega,38.31819355,-123.0736465,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,14,1,2001,Pugettia foliata,0,33,8.25,0
